,fast_base,slow_base,min_period_fast,max_period_fast,min_period_slow,max_period_slow,return,dd,sharpe
491,5,28,2,20,10,30,-53.19,34.47,-9.06
492,5,28,2,20,10,35,-56.16,36.61,-30.31
493,5,28,2,20,10,40,-59.21,38.24,-172804.27
494,5,28,2,20,10,45,-58.81,39.51,-11.27
495,5,28,2,25,10,25,-10.71,19.13,-0.76
496,5,28,2,25,10,30,-51.53,33.25,-13.25
497,5,28,2,25,10,35,-55.89,36.35,-34.26
498,5,28,2,25,10,40,-59.23,38.32,-2973.76
499,5,28,2,25,10,45,-58.73,39.48,-11.55
500,5,28,2,10,15,25,-22.83,25.52,-3.34
501,5,28,2,10,15,30,-58.76,38.53,-4.62
502,5,28,2,10,15,35,-61.75,40.82,-7.10
503,5,28,2,10,15,40,-64.56,42.47,-9.89
504,5,28,2,10,15,45,-64.34,43.75,-43.06
505,5,28,2,15,15,25,-12.43,20.63,-0.73
506,5,28,2,15,15,30,-53.16,34.46,-10.24
507,5,28,2,15,15,35,-56.65,36.96,-47.32
508,5,28,2,15,15,40,-59.77,38.67,-77.33
509,5,28,2,15,15,45,-59.37,39.93,-9.97
510,5,28,2,20,15,25,-13.21,20.98,-0.74
511,5,28,2,20,15,30,-54.09,35.11,-11.63
512,5,28,2,20,15,35,-57.03,37.24,-84.47
513,5,28,2,20,15,40,-60.05,38.89,-51.88
514,5,28,2,20,15,45,-59.65,40.14,-9.43
515,5,28,2,25,15,25,-12.06,20.29,-0.75
516,5,28,2,25,15,30,-52.45,33.89,-19.48
517,5,28,2,25,15,35,-56.77,36.99,-124.43
518,5,28,2,25,15,40,-60.08,38.97,-52.78
519,5,28,2,25,15,45,-59.67,40.18,-9.45
520,5,28,2,10,20,25,-23.22,25.71,-3.23
521,5,28,2,10,20,30,-59.04,38.74,-4.80
522,5,28,2,10,20,35,-62.03,41.03,-7.49
523,5,28,2,10,20,40,-64.83,42.68,-10.60
524,5,28,2,10,20,45,-64.52,43.89,-52.35
525,5,28,2,15,20,25,-12.85,20.81,-0.74
526,5,28,2,15,20,30,-53.46,34.67,-11.17
527,5,28,2,15,20,35,-56.84,37.10,-60.74
528,5,28,2,15,20,40,-59.96,38.82,-58.24
529,5,28,2,15,20,45,-59.65,40.14,-9.43
530,5,28,2,20,20,25,-13.62,21.17,-0.75
531,5,28,2,20,20,30,-54.29,35.26,-12.39
532,5,28,2,20,20,35,-57.32,37.46,-200.88
533,5,28,2,20,20,40,-60.24,39.03,-42.63
534,5,28,2,20,20,45,-59.84,40.28,-9.11
535,5,28,2,25,20,25,-12.61,20.54,-0.76
536,5,28,2,25,20,30,-52.65,34.04,-21.69
537,5,28,2,25,20,35,-57.06,37.20,-849.64
538,5,28,2,25,20,40,-60.26,39.11,-43.23
539,5,28,2,25,20,45,-59.85,40.32,-9.13
540,5,28,3,10,10,25,-14.81,23.62,-14.35
541,5,28,3,10,10,30,-53.19,34.48,-2.47
542,5,28,3,10,10,35,-53.42,34.64,-2.45
543,5,28,3,10,10,40,-46.02,34.68,-3.37
544,5,28,3,10,10,45,-47.50,34.66,-3.12
545,5,28,3,15,10,25,-14.81,23.62,-14.35
546,5,28,3,15,10,30,-53.19,34.48,-2.47
547,5,28,3,15,10,35,-53.42,34.64,-2.45
548,5,28,3,15,10,40,-46.02,34.68,-3.37
549,5,28,3,15,10,45,-47.50,34.66,-3.12
550,5,28,3,20,10,25,-8.19,18.09,-0.70
551,5,28,3,20,10,30,-47.66,30.69,-3.56
552,5,28,3,20,10,35,-50.19,32.39,-5.05
553,5,28,3,20,10,40,-45.19,34.18,-17.52
554,5,28,3,20,10,45,-48.59,35.35,-15.43
555,5,28,3,25,10,25,-8.51,18.25,-0.70
556,5,28,3,25,10,30,-46.16,29.77,-4.43
557,5,28,3,25,10,35,-50.25,32.52,-5.75
558,5,28,3,25,10,40,-45.70,34.51,-14.55
559,5,28,3,25,10,45,-49.19,35.79,-12.88
560,5,28,3,10,15,25,-14.49,24.07,-19.79
561,5,28,3,10,15,30,-53.19,34.48,-2.47
562,5,28,3,10,15,35,-53.42,34.64,-2.45
563,5,28,3,10,15,40,-46.02,34.68,-3.37
564,5,28,3,10,15,45,-47.50,34.66,-3.12
565,5,28,3,15,15,25,-14.49,24.07,-19.79
566,5,28,3,15,15,30,-53.19,34.48,-2.47
567,5,28,3,15,15,35,-53.42,34.64,-2.45
568,5,28,3,15,15,40,-46.02,34.68,-3.37
569,5,28,3,15,15,45,-47.50,34.66,-3.12
570,5,28,3,20,15,25,-7.84,18.55,-0.66
571,5,28,3,20,15,30,-47.87,30.83,-3.66
572,5,28,3,20,15,35,-51.12,33.03,-5.89
573,5,28,3,20,15,40,-46.28,34.83,-12.04
574,5,28,3,20,15,45,-49.64,36.02,-11.27
575,5,28,3,25,15,25,-8.15,18.71,-0.66
576,5,28,3,25,15,30,-46.49,29.99,-4.65
577,5,28,3,25,15,35,-51.18,33.15,-6.84
578,5,28,3,25,15,40,-46.77,35.17,-10.63
579,5,28,3,25,15,45,-50.24,36.46,-9.91
580,5,28,3,10,20,25,-14.49,24.07,-19.79
581,5,28,3,10,20,30,-53.19,34.48,-2.47
582,5,28,3,10,20,35,-53.42,34.64,-2.45
583,5,28,3,10,20,40,-46.02,34.68,-3.37
584,5,28,3,10,20,45,-47.50,34.66,-3.12
585,5,28,3,15,20,25,-14.49,24.07,-19.79
586,5,28,3,15,20,30,-53.19,34.48,-2.47
587,5,28,3,15,20,35,-53.42,34.64,-2.45
588,5,28,3,15,20,40,-46.02,34.68,-3.37
589,5,28,3,15,20,45,-47.50,34.66,-3.12
590,5,28,3,20,20,25,-7.84,18.55,-0.66
591,5,28,3,20,20,30,-48.19,31.04,-3.81
592,5,28,3,20,20,35,-51.43,33.24,-6.23
593,5,28,3,20,20,40,-46.60,35.03,-11.04
594,5,28,3,20,20,45,-49.95,36.22,-10.45
595,5,28,3,25,20,25,-8.15,18.71,-0.66
596,5,28,3,25,20,30,-46.70,30.13,-4.81
597,5,28,3,25,20,35,-51.49,33.37,-7.28
598,5,28,3,25,20,40,-47.10,35.37,-9.87
599,5,28,3,25,20,45,-50.55,36.66,-9.28
600,5,28,4,10,10,25,-17.68,23.13,-3.26
601,5,28,4,10,10,30,-53.33,33.44,-2.19
602,5,28,4,10,10,35,-55.41,34.96,-2.30
603,5,28,4,10,10,40,-46.67,35.11,-3.25
604,5,28,4,10,10,45,-48.13,35.09,-3.03
605,5,28,4,15,10,25,-16.68,22.65,-3.65
606,5,28,4,15,10,30,-52.78,33.05,-2.22
607,5,28,4,15,10,35,-54.89,34.58,-2.33
608,5,28,4,15,10,40,-46.03,34.72,-3.36
609,5,28,4,15,10,45,-47.51,34.70,-3.12
610,5,28,4,20,10,25,-1.04,16.47,-0.59
611,5,28,4,20,10,30,-41.94,26.70,-2.13
612,5,28,4,20,10,35,-43.15,27.47,-2.06
613,5,28,4,20,10,40,-33.52,27.48,-3.06
614,5,28,4,20,10,45,-35.26,27.42,-2.76
615,5,28,4,25,10,25,4.21,14.70,0.04
616,5,28,4,25,10,30,-35.90,23.53,-1.81
617,5,28,4,25,10,35,-37.81,24.68,-1.74
618,5,28,4,25,10,40,-28.89,25.05,-2.25
619,5,28,4,25,10,45,-30.88,25.05,-2.10
620,5,28,4,10,15,25,-17.40,23.59,-3.36
621,5,28,4,10,15,30,-53.33,33.44,-2.19
622,5,28,4,10,15,35,-55.41,34.96,-2.30
623,5,28,4,10,15,40,-46.67,35.11,-3.25
624,5,28,4,10,15,45,-48.13,35.09,-3.03
625,5,28,4,15,15,25,-16.43,23.13,-3.82
626,5,28,4,15,15,30,-52.78,33.05,-2.22
627,5,28,4,15,15,35,-54.89,34.58,-2.33
628,5,28,4,15,15,40,-46.03,34.72,-3.36
629,5,28,4,15,15,45,-47.51,34.70,-3.12
630,5,28,4,20,15,25,-0.69,16.97,-0.53
631,5,28,4,20,15,30,-41.94,26.70,-2.13
632,5,28,4,20,15,35,-43.15,27.47,-2.06
633,5,28,4,20,15,40,-33.52,27.48,-3.06
634,5,28,4,20,15,45,-35.26,27.42,-2.76
635,5,28,4,25,15,25,4.59,15.18,0.09
636,5,28,4,25,15,30,-35.90,23.53,-1.81
637,5,28,4,25,15,35,-37.81,24.68,-1.74
638,5,28,4,25,15,40,-28.89,25.05,-2.25
639,5,28,4,25,15,45,-30.88,25.05,-2.10
640,5,28,4,10,20,25,-17.40,23.59,-3.36
641,5,28,4,10,20,30,-53.33,33.44,-2.19
642,5,28,4,10,20,35,-55.41,34.96,-2.30
643,5,28,4,10,20,40,-46.67,35.11,-3.25
644,5,28,4,10,20,45,-48.13,35.09,-3.03
645,5,28,4,15,20,25,-16.43,23.13,-3.82
646,5,28,4,15,20,30,-52.78,33.05,-2.22
647,5,28,4,15,20,35,-54.89,34.58,-2.33
648,5,28,4,15,20,40,-46.03,34.72,-3.36
649,5,28,4,15,20,45,-47.51,34.70,-3.12
650,5,28,4,20,20,25,-0.69,16.97,-0.53
651,5,28,4,20,20,30,-41.94,26.70,-2.13
652,5,28,4,20,20,35,-43.15,27.47,-2.06
653,5,28,4,20,20,40,-33.52,27.48,-3.06
654,5,28,4,20,20,45,-35.26,27.42,-2.76
655,5,28,4,25,20,25,4.59,15.18,0.09
656,5,28,4,25,20,30,-35.90,23.53,-1.81
657,5,28,4,25,20,35,-37.81,24.68,-1.74
658,5,28,4,25,20,40,-28.89,25.05,-2.25
659,5,28,4,25,20,45,-30.88,25.05,-2.10
660,5,28,5,10,10,25,-17.01,23.31,-3.85
661,5,28,5,10,10,30,-51.99,32.34,-2.36
662,5,28,5,10,10,35,-53.74,33.60,-2.41
663,5,28,5,10,10,40,-45.52,33.88,-3.48
664,5,28,5,10,10,45,-48.08,33.91,-3.03
665,5,28,5,15,10,25,-4.14,17.54,-0.97
666,5,28,5,15,10,30,-44.58,27.26,-3.23
667,5,28,5,15,10,35,-46.55,28.58,-3.26
668,5,28,5,15,10,40,-37.05,28.89,-9.51
669,5,28,5,15,10,45,-40.03,28.93,-5.72
670,5,28,5,20,10,25,4.21,13.90,0.04
671,5,28,5,20,10,30,-35.15,22.29,-1.49
672,5,28,5,20,10,35,-36.73,23.25,-1.45
673,5,28,5,20,10,40,-27.28,23.53,-1.72
674,5,28,5,20,10,45,-30.61,23.51,-1.61
675,5,28,5,25,10,25,24.55,12.50,1.59
676,5,28,5,25,10,30,-19.99,18.66,-1.19
677,5,28,5,25,10,35,-22.32,19.86,-1.17
678,5,28,5,25,10,40,-20.87,20.24,-1.18
679,5,28,5,25,10,45,-24.50,20.22,-1.15
680,5,28,5,10,15,25,-16.73,23.77,-4.00
681,5,28,5,10,15,30,-51.99,32.34,-2.36
682,5,28,5,10,15,35,-53.74,33.60,-2.41
683,5,28,5,10,15,40,-45.52,33.88,-3.48
684,5,28,5,10,15,45,-48.08,33.91,-3.03
685,5,28,5,15,15,25,-3.77,18.01,-0.89
686,5,28,5,15,15,30,-44.58,27.26,-3.23
687,5,28,5,15,15,35,-46.55,28.58,-3.26
688,5,28,5,15,15,40,-37.05,28.89,-9.51
689,5,28,5,15,15,45,-40.03,28.93,-5.72
690,5,28,5,20,15,25,4.59,14.39,0.10
691,5,28,5,20,15,30,-35.15,22.29,-1.49
692,5,28,5,20,15,35,-36.73,23.25,-1.45
693,5,28,5,20,15,40,-27.28,23.53,-1.72
694,5,28,5,20,15,45,-30.61,23.51,-1.61
695,5,28,5,25,15,25,24.96,12.98,1.57
696,5,28,5,25,15,30,-19.99,18.66,-1.19
697,5,28,5,25,15,35,-22.32,19.86,-1.17
698,5,28,5,25,15,40,-20.87,20.24,-1.18
699,5,28,5,25,15,45,-24.50,20.22,-1.15
700,5,28,5,10,20,25,-16.73,23.77,-4.00
701,5,28,5,10,20,30,-51.99,32.34,-2.36
702,5,28,5,10,20,35,-53.74,33.60,-2.41
703,5,28,5,10,20,40,-45.52,33.88,-3.48
704,5,28,5,10,20,45,-48.08,33.91,-3.03
705,5,28,5,15,20,25,-3.77,18.01,-0.89
706,5,28,5,15,20,30,-44.58,27.26,-3.23
707,5,28,5,15,20,35,-46.55,28.58,-3.26
708,5,28,5,15,20,40,-37.05,28.89,-9.51
709,5,28,5,15,20,45,-40.03,28.93,-5.72
710,5,28,5,20,20,25,4.59,14.39,0.10
711,5,28,5,20,20,30,-35.15,22.29,-1.49
712,5,28,5,20,20,35,-36.73,23.25,-1.45
713,5,28,5,20,20,40,-27.28,23.53,-1.72
714,5,28,5,20,20,45,-30.61,23.51,-1.61
715,5,28,5,25,20,25,24.96,12.98,1.57
716,5,28,5,25,20,30,-19.99,18.66,-1.19
717,5,28,5,25,20,35,-22.32,19.86,-1.17
718,5,28,5,25,20,40,-20.87,20.24,-1.18
719,5,28,5,25,20,45,-24.50,20.22,-1.15
720,10,14,2,10,10,25,-32.45,22.18,-2.26
721,10,14,2,10,10,30,-34.69,24.23,-2.39
722,10,14,2,10,10,35,-36.00,25.03,-2.49
723,10,14,2,10,10,40,-31.67,25.48,-3.31
724,10,14,2,10,10,45,-47.81,29.35,-1.81
725,10,14,2,15,10,25,-28.66,20.11,-1.87
726,10,14,2,15,10,30,-30.17,21.48,-1.84
727,10,14,2,15,10,35,-31.08,21.94,-1.85
728,10,14,2,15,10,40,-23.57,22.34,-2.61
729,10,14,2,15,10,45,-40.83,24.61,-1.57
730,10,14,2,20,10,25,0.90,14.13,-1.51
731,10,14,2,20,10,30,1.67,15.76,-0.67
732,10,14,2,20,10,35,1.76,16.40,-0.53
733,10,14,2,20,10,40,-8.21,16.94,-2.23
734,10,14,2,20,10,45,-35.01,23.63,-1.20
735,10,14,2,25,10,25,-2.64,9.42,-2.49
736,10,14,2,25,10,30,-2.64,9.42,-2.49
737,10,14,2,25,10,35,-2.64,9.42,-2.49
738,10,14,2,25,10,40,-13.83,9.47,-1.28
739,10,14,2,25,10,45,-36.36,20.37,-1.10
740,10,14,2,10,15,25,-34.54,19.95,-1.50
741,10,14,2,10,15,30,-37.45,21.87,-1.58
742,10,14,2,10,15,35,-38.82,22.73,-1.63
743,10,14,2,10,15,40,-34.95,20.20,-1.81
744,10,14,2,10,15,45,-50.25,30.19,-1.42
745,10,14,2,15,15,25,-32.69,18.66,-1.31
746,10,14,2,15,15,30,-34.86,19.85,-1.31
747,10,14,2,15,15,35,-35.90,20.38,-1.32
748,10,14,2,15,15,40,-29.13,16.12,-1.46
749,10,14,2,15,15,45,-45.11,26.21,-1.26
750,10,14,2,20,15,25,-8.10,11.40,-1.74
751,10,14,2,20,15,30,-8.39,11.54,-1.87
752,10,14,2,20,15,35,-8.66,11.67,-2.00
753,10,14,2,20,15,40,-17.96,11.78,-1.44
754,10,14,2,20,15,45,-41.84,23.90,-1.16
755,10,14,2,25,15,25,-20.80,15.36,-1.18
756,10,14,2,25,15,30,-20.80,15.36,-1.18
757,10,14,2,25,15,35,-20.80,15.36,-1.18
758,10,14,2,25,15,40,-29.90,16.40,-1.12
759,10,14,2,25,15,45,-48.16,28.19,-1.07
760,10,14,2,10,20,25,-33.38,18.90,-1.38
761,10,14,2,10,20,30,-35.84,20.38,-1.40
762,10,14,2,10,20,35,-37.30,21.30,-1.46
763,10,14,2,10,20,40,-33.26,18.67,-1.58
764,10,14,2,10,20,45,-48.99,28.88,-1.32
765,10,14,2,15,20,25,-32.53,18.54,-1.32
766,10,14,2,15,20,30,-34.62,19.69,-1.32
767,10,14,2,15,20,35,-35.74,20.27,-1.33
768,10,14,2,15,20,40,-28.99,16.03,-1.47
769,10,14,2,15,20,45,-44.97,26.09,-1.26
770,10,14,2,20,20,25,-8.09,10.95,-1.76
771,10,14,2,20,20,30,-8.38,11.09,-1.90
772,10,14,2,20,20,35,-8.64,11.22,-2.02
773,10,14,2,20,20,40,-17.78,11.35,-1.45
774,10,14,2,20,20,45,-41.68,23.80,-1.17
775,10,14,2,25,20,25,-20.80,15.36,-1.18
776,10,14,2,25,20,30,-20.80,15.36,-1.18
777,10,14,2,25,20,35,-20.80,15.36,-1.18
778,10,14,2,25,20,40,-29.90,16.40,-1.12
779,10,14,2,25,20,45,-48.16,28.19,-1.07
780,10,14,3,10,10,25,-32.45,22.18,-2.26
781,10,14,3,10,10,30,-34.69,24.23,-2.39
782,10,14,3,10,10,35,-36.00,25.03,-2.49
783,10,14,3,10,10,40,-31.67,25.48,-3.31
784,10,14,3,10,10,45,-47.81,29.35,-1.81
785,10,14,3,15,10,25,-28.66,20.11,-1.87
786,10,14,3,15,10,30,-30.17,21.48,-1.84
787,10,14,3,15,10,35,-31.08,21.94,-1.85
788,10,14,3,15,10,40,-23.57,22.34,-2.61
789,10,14,3,15,10,45,-40.83,24.61,-1.57
790,10,14,3,20,10,25,0.90,14.13,-1.51
791,10,14,3,20,10,30,1.67,15.76,-0.67
792,10,14,3,20,10,35,1.76,16.40,-0.53
793,10,14,3,20,10,40,-8.21,16.94,-2.23
794,10,14,3,20,10,45,-35.01,23.63,-1.20
795,10,14,3,25,10,25,-2.64,9.42,-2.49
796,10,14,3,25,10,30,-2.64,9.42,-2.49
797,10,14,3,25,10,35,-2.64,9.42,-2.49
798,10,14,3,25,10,40,-13.83,9.47,-1.28
799,10,14,3,25,10,45,-36.36,20.37,-1.10
800,10,14,3,10,15,25,-34.54,19.95,-1.50
801,10,14,3,10,15,30,-37.45,21.87,-1.58
802,10,14,3,10,15,35,-38.82,22.73,-1.63
803,10,14,3,10,15,40,-34.95,20.20,-1.81
804,10,14,3,10,15,45,-50.25,30.19,-1.42
805,10,14,3,15,15,25,-32.69,18.66,-1.31
806,10,14,3,15,15,30,-34.86,19.85,-1.31
807,10,14,3,15,15,35,-35.90,20.38,-1.32
808,10,14,3,15,15,40,-29.13,16.12,-1.46
809,10,14,3,15,15,45,-45.11,26.21,-1.26
810,10,14,3,20,15,25,-8.10,11.40,-1.74
811,10,14,3,20,15,30,-8.39,11.54,-1.87
812,10,14,3,20,15,35,-8.66,11.67,-2.00
813,10,14,3,20,15,40,-17.96,11.78,-1.44
814,10,14,3,20,15,45,-41.84,23.90,-1.16
815,10,14,3,25,15,25,-20.80,15.36,-1.18
816,10,14,3,25,15,30,-20.80,15.36,-1.18
817,10,14,3,25,15,35,-20.80,15.36,-1.18
818,10,14,3,25,15,40,-29.90,16.40,-1.12
819,10,14,3,25,15,45,-48.16,28.19,-1.07
820,10,14,3,10,20,25,-33.38,18.90,-1.38
821,10,14,3,10,20,30,-35.84,20.38,-1.40
822,10,14,3,10,20,35,-37.30,21.30,-1.46
823,10,14,3,10,20,40,-33.26,18.67,-1.58
824,10,14,3,10,20,45,-48.99,28.88,-1.32
825,10,14,3,15,20,25,-32.53,18.54,-1.32
826,10,14,3,15,20,30,-34.62,19.69,-1.32
827,10,14,3,15,20,35,-35.74,20.27,-1.33
828,10,14,3,15,20,40,-28.99,16.03,-1.47
829,10,14,3,15,20,45,-44.97,26.09,-1.26
830,10,14,3,20,20,25,-8.09,10.95,-1.76
831,10,14,3,20,20,30,-8.38,11.09,-1.90
832,10,14,3,20,20,35,-8.64,11.22,-2.02
833,10,14,3,20,20,40,-17.78,11.35,-1.45
834,10,14,3,20,20,45,-41.68,23.80,-1.17
835,10,14,3,25,20,25,-20.80,15.36,-1.18
836,10,14,3,25,20,30,-20.80,15.36,-1.18
837,10,14,3,25,20,35,-20.80,15.36,-1.18
838,10,14,3,25,20,40,-29.90,16.40,-1.12
839,10,14,3,25,20,45,-48.16,28.19,-1.07
840,10,14,4,10,10,25,-33.00,22.51,-2.22
841,10,14,4,10,10,30,-35.24,24.55,-2.35
842,10,14,4,10,10,35,-36.44,25.28,-2.43
843,10,14,4,10,10,40,-32.18,25.76,-3.17
844,10,14,4,10,10,45,-48.22,29.62,-1.79
845,10,14,4,15,10,25,-28.76,20.17,-1.87
846,10,14,4,15,10,30,-30.28,21.54,-1.84
847,10,14,4,15,10,35,-31.24,22.03,-1.84
848,10,14,4,15,10,40,-23.74,22.43,-2.59
849,10,14,4,15,10,45,-40.97,24.70,-1.56
850,10,14,4,20,10,25,0.90,14.13,-1.51
851,10,14,4,20,10,30,1.67,15.76,-0.67
852,10,14,4,20,10,35,1.76,16.40,-0.53
853,10,14,4,20,10,40,-8.21,16.94,-2.23
854,10,14,4,20,10,45,-35.01,23.63,-1.20
855,10,14,4,25,10,25,-2.64,9.42,-2.49
856,10,14,4,25,10,30,-2.64,9.42,-2.49
857,10,14,4,25,10,35,-2.64,9.42,-2.49
858,10,14,4,25,10,40,-13.83,9.47,-1.28
859,10,14,4,25,10,45,-36.36,20.37,-1.10
860,10,14,4,10,15,25,-35.02,20.25,-1.49
861,10,14,4,10,15,30,-37.92,22.16,-1.57
862,10,14,4,10,15,35,-39.27,23.03,-1.62
863,10,14,4,10,15,40,-35.43,20.50,-1.79
864,10,14,4,10,15,45,-50.63,30.46,-1.42
865,10,14,4,15,15,25,-32.79,18.72,-1.31
866,10,14,4,15,15,30,-34.96,19.91,-1.31
867,10,14,4,15,15,35,-36.05,20.48,-1.32
868,10,14,4,15,15,40,-29.24,16.18,-1.46
869,10,14,4,15,15,45,-45.21,26.27,-1.26
870,10,14,4,20,15,25,-8.10,11.40,-1.74
871,10,14,4,20,15,30,-8.39,11.54,-1.87
872,10,14,4,20,15,35,-8.66,11.67,-2.00
873,10,14,4,20,15,40,-17.96,11.78,-1.44
874,10,14,4,20,15,45,-41.84,23.90,-1.16
875,10,14,4,25,15,25,-20.80,15.36,-1.18
876,10,14,4,25,15,30,-20.80,15.36,-1.18
877,10,14,4,25,15,35,-20.80,15.36,-1.18
878,10,14,4,25,15,40,-29.90,16.40,-1.12
879,10,14,4,25,15,45,-48.16,28.19,-1.07
880,10,14,4,10,20,25,-33.86,19.20,-1.37
881,10,14,4,10,20,30,-36.31,20.68,-1.40
882,10,14,4,10,20,35,-37.76,21.59,-1.44
883,10,14,4,10,20,40,-33.75,18.97,-1.57
884,10,14,4,10,20,45,-49.38,29.15,-1.32
885,10,14,4,15,20,25,-32.63,18.60,-1.32
886,10,14,4,15,20,30,-34.72,19.75,-1.31
887,10,14,4,15,20,35,-35.89,20.36,-1.33
888,10,14,4,15,20,40,-29.12,16.10,-1.46
889,10,14,4,15,20,45,-45.06,26.16,-1.26
890,10,14,4,20,20,25,-8.09,10.95,-1.76
891,10,14,4,20,20,30,-8.38,11.09,-1.90
892,10,14,4,20,20,35,-8.64,11.22,-2.02
893,10,14,4,20,20,40,-17.78,11.35,-1.45
894,10,14,4,20,20,45,-41.68,23.80,-1.17
895,10,14,4,25,20,25,-20.80,15.36,-1.18
896,10,14,4,25,20,30,-20.80,15.36,-1.18
897,10,14,4,25,20,35,-20.80,15.36,-1.18
898,10,14,4,25,20,40,-29.90,16.40,-1.12
899,10,14,4,25,20,45,-48.16,28.19,-1.07
900,10,14,5,10,10,25,-32.72,22.34,-2.24
901,10,14,5,10,10,30,-34.96,24.39,-2.37
902,10,14,5,10,10,35,-36.17,25.12,-2.46
903,10,14,5,10,10,40,-31.90,25.61,-3.26
904,10,14,5,10,10,45,-47.98,29.45,-1.80
905,10,14,5,15,10,25,-25.91,18.58,-2.06
906,10,14,5,15,10,30,-27.46,19.96,-2.01
907,10,14,5,15,10,35,-28.44,20.45,-2.00
908,10,14,5,15,10,40,-20.63,20.85,-3.31
909,10,14,5,15,10,45,-38.58,23.63,-1.62
910,10,14,5,20,10,25,0.90,14.13,-1.51
911,10,14,5,20,10,30,1.67,15.76,-0.67
912,10,14,5,20,10,35,1.76,16.40,-0.53
913,10,14,5,20,10,40,-8.21,16.94,-2.23
914,10,14,5,20,10,45,-35.01,23.63,-1.20
915,10,14,5,25,10,25,-2.64,9.42,-2.49
916,10,14,5,25,10,30,-2.64,9.42,-2.49
917,10,14,5,25,10,35,-2.64,9.42,-2.49
918,10,14,5,25,10,40,-13.83,9.47,-1.28
919,10,14,5,25,10,45,-36.36,20.37,-1.10
920,10,14,5,10,15,25,-34.75,20.08,-1.49
921,10,14,5,10,15,30,-37.65,21.99,-1.58
922,10,14,5,10,15,35,-39.07,22.89,-1.63
923,10,14,5,10,15,40,-35.15,20.33,-1.80
924,10,14,5,10,15,45,-50.44,30.32,-1.42
925,10,14,5,15,15,25,-30.07,17.07,-1.35
926,10,14,5,15,15,30,-32.33,18.30,-1.34
927,10,14,5,15,15,35,-33.45,18.86,-1.36
928,10,14,5,15,15,40,-26.43,14.53,-1.53
929,10,14,5,15,15,45,-42.99,24.78,-1.28
930,10,14,5,20,15,25,-8.10,11.40,-1.74
931,10,14,5,20,15,30,-8.39,11.54,-1.87
932,10,14,5,20,15,35,-8.66,11.67,-2.00
933,10,14,5,20,15,40,-17.96,11.78,-1.44
934,10,14,5,20,15,45,-41.84,23.90,-1.16
935,10,14,5,25,15,25,-20.80,15.36,-1.18
936,10,14,5,25,15,30,-20.80,15.36,-1.18
937,10,14,5,25,15,35,-20.80,15.36,-1.18
938,10,14,5,25,15,40,-29.90,16.40,-1.12
939,10,14,5,25,15,45,-48.16,28.19,-1.07
940,10,14,5,10,20,25,-33.58,19.03,-1.38
941,10,14,5,10,20,30,-36.05,20.51,-1.40
942,10,14,5,10,20,35,-37.49,21.41,-1.45
943,10,14,5,10,20,40,-33.47,18.80,-1.57
944,10,14,5,10,20,45,-49.18,29.02,-1.32
945,10,14,5,15,20,25,-29.90,16.96,-1.35
946,10,14,5,15,20,30,-32.09,18.14,-1.35
947,10,14,5,15,20,35,-33.29,18.75,-1.36
948,10,14,5,15,20,40,-26.25,14.42,-1.54
949,10,14,5,15,20,45,-42.84,24.67,-1.28
950,10,14,5,20,20,25,-8.09,10.95,-1.76
951,10,14,5,20,20,30,-8.38,11.09,-1.90
952,10,14,5,20,20,35,-8.64,11.22,-2.02
953,10,14,5,20,20,40,-17.78,11.35,-1.45
954,10,14,5,20,20,45,-41.68,23.80,-1.17
955,10,14,5,25,20,25,-20.80,15.36,-1.18
956,10,14,5,25,20,30,-20.80,15.36,-1.18
957,10,14,5,25,20,35,-20.80,15.36,-1.18
958,10,14,5,25,20,40,-29.90,16.40,-1.12
959,10,14,5,25,20,45,-48.16,28.19,-1.07
960,10,21,2,10,10,25,-38.04,21.87,-5.32
961,10,21,2,10,10,30,-52.00,30.92,-2.78
962,10,21,2,10,10,35,-52.34,31.17,-2.88
963,10,21,2,10,10,40,-38.32,31.15,-15.30
964,10,21,2,10,10,45,-43.60,29.47,-5.26
965,10,21,2,15,10,25,-36.19,21.36,-9.46
966,10,21,2,15,10,30,-51.94,30.87,-2.58
967,10,21,2,15,10,35,-51.94,30.87,-2.58
968,10,21,2,15,10,40,-38.77,31.41,-6.71
969,10,21,2,15,10,45,-43.99,29.71,-3.87
970,10,21,2,20,10,25,-10.95,9.45,-1.35
971,10,21,2,20,10,30,-32.99,18.27,-1.11
972,10,21,2,20,10,35,-32.99,18.27,-1.11
973,10,21,2,20,10,40,-17.34,20.21,-1.22
974,10,21,2,20,10,45,-25.72,18.04,-1.14
975,10,21,2,25,10,25,-2.64,9.42,-2.49
976,10,21,2,25,10,30,-24.79,17.54,-1.15
977,10,21,2,25,10,35,-24.79,17.54,-1.15
978,10,21,2,25,10,40,-23.03,23.02,-1.16
979,10,21,2,25,10,45,-23.11,17.52,-1.16
980,10,21,2,10,15,25,-41.41,23.62,-1.55
981,10,21,2,10,15,30,-47.82,27.95,-1.62
982,10,21,2,10,15,35,-48.18,28.20,-1.67
983,10,21,2,10,15,40,-33.07,28.26,-2.49
984,10,21,2,10,15,45,-38.60,26.38,-2.04
985,10,21,2,15,15,25,-44.21,25.48,-1.72
986,10,21,2,15,15,30,-48.60,28.49,-1.84
987,10,21,2,15,15,35,-48.90,28.71,-1.89
988,10,21,2,15,15,40,-35.17,29.40,-3.07
989,10,21,2,15,15,45,-40.53,27.56,-2.38
