,vol_window,vol_roc_period,price_lookback,sma_window,return,dd,sharpe
480,25,7,5,14,-9.30,20.55,-0.34
481,25,7,5,21,-9.30,20.55,-0.34
482,25,7,5,28,-9.30,20.55,-0.34
483,25,7,5,35,-10.89,21.14,-0.37
484,25,7,6,14,-13.45,15.82,-0.41
485,25,7,6,21,-2.01,11.90,-0.17
486,25,7,6,28,-9.48,19.49,-0.33
487,25,7,6,35,-10.97,19.74,-0.37
488,25,7,7,14,-10.21,19.47,-0.36
489,25,7,7,21,-6.89,19.47,-0.28
490,25,7,7,28,-6.89,19.47,-0.28
491,25,7,7,35,-10.21,19.47,-0.36
492,25,7,8,14,-32.75,22.57,-2.58
493,25,7,8,21,-32.75,22.57,-2.58
494,25,7,8,28,-16.21,18.38,-0.51
495,25,7,8,35,-16.21,18.38,-0.51
496,25,7,9,14,-16.57,13.68,-5.64
497,25,7,9,21,-16.57,13.68,-5.64
498,25,7,9,28,7.66,9.04,0.19
499,25,7,9,35,7.66,9.04,0.19
500,25,7,10,14,-16.57,13.68,-5.64
501,25,7,10,21,-16.57,13.68,-5.64
502,25,7,10,28,7.66,9.04,0.19
503,25,7,10,35,7.66,9.04,0.19
504,25,8,5,14,-6.34,19.26,-0.28
505,25,8,5,21,-6.34,19.26,-0.28
506,25,8,5,28,-6.34,19.26,-0.28
507,25,8,5,35,-7.96,19.85,-0.32
508,25,8,6,14,-13.45,15.82,-0.41
509,25,8,6,21,-2.01,11.90,-0.17
510,25,8,6,28,-9.48,19.49,-0.33
511,25,8,6,35,-10.97,19.74,-0.37
512,25,8,7,14,-14.68,18.56,-0.43
513,25,8,7,21,-11.78,18.56,-0.37
514,25,8,7,28,-11.78,18.56,-0.37
515,25,8,7,35,-10.97,19.74,-0.37
516,25,8,8,14,-19.21,20.27,-0.68
517,25,8,8,21,-19.21,20.27,-0.68
518,25,8,8,28,-19.21,20.27,-0.68
519,25,8,8,35,-18.95,20.37,-0.66
520,25,8,9,14,-14.64,14.14,-3.34
521,25,8,9,21,-14.64,14.14,-3.34
522,25,8,9,28,10.10,9.27,0.31
523,25,8,9,35,-1.35,7.59,-0.14
524,25,8,10,14,-14.64,14.14,-3.34
525,25,8,10,21,-14.64,14.14,-3.34
526,25,8,10,28,8.99,9.27,0.28
527,25,8,10,35,-2.13,7.59,-0.17
528,25,9,5,14,13.56,8.61,6.39
529,25,9,5,21,13.56,8.61,6.39
530,25,9,5,28,13.56,8.61,6.39
531,25,9,5,35,14.57,10.52,0.77
532,25,9,6,14,-12.69,18.88,-0.40
533,25,9,6,21,-9.44,18.88,-0.33
534,25,9,6,28,-9.48,19.49,-0.33
535,25,9,6,35,-10.97,19.74,-0.37
536,25,9,7,14,-14.68,18.56,-0.43
537,25,9,7,21,-11.78,18.56,-0.37
538,25,9,7,28,-11.78,18.56,-0.37
539,25,9,7,35,-10.97,19.74,-0.37
540,25,9,8,14,-17.14,18.51,-0.52
541,25,9,8,21,-17.14,18.51,-0.52
542,25,9,8,28,-17.14,18.51,-0.52
543,25,9,8,35,-17.14,18.51,-0.52
544,25,9,9,14,-19.65,12.76,-184.41
545,25,9,9,21,-31.16,19.30,-2.76
546,25,9,9,28,-11.27,14.77,-0.34
547,25,9,9,35,-11.27,14.77,-0.34
548,25,9,10,14,-14.64,14.14,-3.34
549,25,9,10,21,-14.64,14.14,-3.34
550,25,9,10,28,10.10,9.27,0.31
551,25,9,10,35,-1.35,7.59,-0.14
552,25,10,5,14,-9.30,20.55,-0.34
553,25,10,5,21,-9.30,20.55,-0.34
554,25,10,5,28,-9.30,20.55,-0.34
555,25,10,5,35,-10.89,21.14,-0.37
556,25,10,6,14,-12.69,18.88,-0.40
557,25,10,6,21,-9.44,18.88,-0.33
558,25,10,6,28,-9.48,19.49,-0.33
559,25,10,6,35,-10.97,19.74,-0.37
560,25,10,7,14,-14.68,18.56,-0.43
561,25,10,7,21,-11.78,18.56,-0.37
562,25,10,7,28,-11.78,18.56,-0.37
563,25,10,7,35,-10.97,19.74,-0.37
564,25,10,8,14,-20.05,19.48,-0.67
565,25,10,8,21,-20.05,19.48,-0.67
566,25,10,8,28,-20.05,19.48,-0.67
567,25,10,8,35,-18.82,19.88,-0.60
568,25,10,9,14,-3.24,10.03,-0.37
569,25,10,9,21,-17.17,16.77,-0.64
570,25,10,9,28,-17.17,16.77,-0.64
571,25,10,9,35,-15.92,17.17,-0.57
572,25,10,10,14,-14.64,14.14,-3.34
573,25,10,10,21,-14.64,14.14,-3.34
574,25,10,10,28,8.99,9.27,0.28
575,25,10,10,35,-2.13,7.59,-0.17
576,30,3,5,14,26.98,6.03,7.74
577,30,3,5,21,26.98,6.03,7.74
578,30,3,5,28,9.65,12.72,0.33
579,30,3,5,35,-5.98,19.21,-0.27
580,30,3,6,14,-19.06,15.63,-1.20
581,30,3,6,21,2.22,15.63,-0.04
582,30,3,6,28,2.22,15.63,-0.04
583,30,3,6,35,-19.77,21.90,-0.46
584,30,3,7,14,-13.45,15.82,-0.41
585,30,3,7,21,6.64,15.28,0.14
586,30,3,7,28,6.64,15.28,0.14
587,30,3,7,35,2.96,15.28,-0.02
588,30,3,8,14,-34.19,19.01,-2.39
589,30,3,8,21,-27.88,15.19,-3.60
590,30,3,8,28,-9.11,18.05,-0.31
591,30,3,8,35,-9.11,18.05,-0.31
