,vol_window,vol_roc_period,price_lookback,sma_window,return,dd,sharpe
570,25,10,9,28,23.43,3.70,1.23
571,25,10,9,35,23.43,3.70,1.23
572,25,10,10,14,47.15,46.15,0.67
573,25,10,10,21,47.15,46.15,0.67
574,25,10,10,28,1.90,6.41,-0.09
575,25,10,10,35,1.90,6.41,-0.09
576,30,3,5,14,-64.37,51.60,-1.05
577,30,3,5,21,-79.18,55.52,-1.53
578,30,3,5,28,-79.76,56.14,-1.52
579,30,3,5,35,-82.01,58.65,-1.49
580,30,3,6,14,19.47,3.26,0.78
581,30,3,6,21,-33.88,20.52,-20.79
582,30,3,6,28,-33.88,20.52,-20.79
583,30,3,6,35,-33.88,20.52,-20.79
584,30,3,7,14,10.03,4.21,0.59
585,30,3,7,21,10.03,4.21,0.59
586,30,3,7,28,-10.22,11.64,-0.46
587,30,3,7,35,-24.61,21.05,-2.71
588,30,3,8,14,7.58,5.28,0.43
589,30,3,8,21,7.58,5.28,0.43
590,30,3,8,28,7.58,5.28,0.43
591,30,3,8,35,-28.83,17.19,-4.53
592,30,3,9,14,15.47,3.70,0.53
593,30,3,9,21,15.47,3.70,0.53
594,30,3,9,28,15.47,3.70,0.53
595,30,3,9,35,-28.83,17.19,-4.53
596,30,3,10,14,47.15,46.15,0.67
597,30,3,10,21,47.15,46.15,0.67
598,30,3,10,28,1.90,6.41,-0.09
599,30,3,10,35,-28.83,17.19,-4.53
600,30,4,5,14,16.44,3.13,0.75
601,30,4,5,21,-31.05,18.83,-12.89
602,30,4,5,28,-31.05,18.83,-12.89
603,30,4,5,35,-31.05,18.83,-12.89
604,30,4,6,14,19.47,3.26,0.78
