,fast_period,slow_period,sig_period,return,dd,sharpe
630,10,39,13,-2.95,1.63,-3.68
631,10,39,14,-4.25,2.13,-5.89
632,10,40,7,-1.37,1.49,-4.04
633,10,40,8,-1.37,1.49,-4.04
634,10,40,9,-2.84,1.83,-2.44
635,10,40,10,-2.84,1.83,-2.44
636,10,40,11,-2.84,1.83,-2.44
637,10,40,12,-3.35,1.83,-3.21
638,10,40,13,-3.57,1.93,-3.00
639,10,40,14,-4.25,2.13,-5.80
640,11,21,7,-4.22,2.25,-3.33
641,11,21,8,-0.66,1.67,-3.93
642,11,21,9,-0.66,1.67,-3.93
643,11,21,10,-1.02,1.71,-5.12
644,11,21,11,-1.09,1.85,-4.87
645,11,21,12,-1.09,1.85,-4.87
646,11,21,13,-1.09,1.85,-4.87
647,11,21,14,-1.72,1.86,-3.41
648,11,22,7,-1.24,1.69,-2.97
649,11,22,8,-0.66,1.67,-3.93
650,11,22,9,-0.95,1.67,-5.47
651,11,22,10,-1.02,1.71,-5.12
652,11,22,11,-0.66,1.64,-7.55
653,11,22,12,-1.09,1.85,-4.87
654,11,22,13,-1.09,1.85,-4.87
655,11,22,14,-1.30,1.65,-4.23
656,11,23,7,-1.36,1.75,-2.85
657,11,23,8,-0.66,1.67,-3.93
658,11,23,9,-1.02,1.71,-5.12
659,11,23,10,-0.66,1.64,-7.55
660,11,23,11,-0.66,1.64,-7.55
661,11,23,12,-0.66,1.64,-7.55
662,11,23,13,-1.30,1.65,-4.23
663,11,23,14,-2.82,2.09,-3.89
664,11,24,7,-0.79,1.73,-3.66
665,11,24,8,-0.95,1.67,-5.47
666,11,24,9,-1.02,1.71,-5.12
667,11,24,10,-0.66,1.64,-7.55
668,11,24,11,-0.66,1.64,-7.55
669,11,24,12,-0.66,1.64,-7.55
670,11,24,13,-1.30,1.65,-4.23
671,11,24,14,-2.82,2.09,-3.89
672,11,25,7,-0.79,1.73,-3.66
673,11,25,8,-1.02,1.71,-5.12
674,11,25,9,-1.02,1.71,-5.12
675,11,25,10,-0.66,1.64,-7.55
676,11,25,11,-0.66,1.64,-7.55
677,11,25,12,-0.66,1.64,-7.55
678,11,25,13,-2.31,2.09,-2.78
679,11,25,14,-2.82,2.09,-3.89
680,11,26,7,-2.67,1.87,-2.09
681,11,26,8,1.19,2.79,-2.31
682,11,26,9,-1.02,1.71,-5.12
683,11,26,10,-0.66,1.64,-7.55
684,11,26,11,-0.66,1.64,-7.55
685,11,26,12,-0.66,1.64,-7.55
686,11,26,13,-2.82,2.09,-3.89
687,11,26,14,-2.82,2.09,-3.89
688,11,27,7,1.36,2.85,-3.28
689,11,27,8,-1.15,1.77,-4.65
690,11,27,9,-1.02,1.71,-5.12
691,11,27,10,-0.66,1.64,-7.55
692,11,27,11,-0.66,1.64,-7.55
693,11,27,12,-1.68,2.05,-3.47
694,11,27,13,-2.94,2.15,-3.70
695,11,27,14,-2.94,2.15,-3.70
696,11,28,7,-1.15,1.77,-4.65
697,11,28,8,-1.15,1.77,-4.65
698,11,28,9,-1.02,1.71,-5.12
699,11,28,10,-0.66,1.64,-7.55
700,11,28,11,-0.66,1.64,-7.55
701,11,28,12,-2.44,2.15,-2.69
702,11,28,13,-2.94,2.15,-3.70
703,11,28,14,-2.94,2.15,-3.70
704,11,29,7,-1.15,1.77,-4.65
705,11,29,8,-1.15,1.77,-4.65
706,11,29,9,-1.15,1.77,-4.65
707,11,29,10,-0.78,1.70,-6.45
708,11,29,11,-1.80,2.11,-3.30
709,11,29,12,-2.94,2.15,-3.70
710,11,29,13,-2.94,2.15,-3.70
711,11,29,14,-2.94,2.15,-3.70
712,11,30,7,-1.15,1.77,-4.65
713,11,30,8,-1.15,1.77,-4.65
714,11,30,9,-0.78,1.70,-6.45
715,11,30,10,-0.78,1.70,-6.45
716,11,30,11,-2.44,2.15,-2.69
717,11,30,12,-2.94,2.15,-3.70
718,11,30,13,-2.94,2.15,-3.70
719,11,30,14,-2.94,2.15,-3.70
720,11,31,7,-1.15,1.77,-4.65
721,11,31,8,-1.15,1.77,-4.65
722,11,31,9,-0.78,1.70,-6.45
723,11,31,10,-0.78,1.70,-6.45
724,11,31,11,-2.44,2.15,-2.69
725,11,31,12,-2.94,2.15,-3.70
726,11,31,13,-2.94,2.15,-3.70
727,11,31,14,-3.37,2.21,-5.11
728,11,32,7,-1.15,1.77,-4.65
729,11,32,8,-0.78,1.70,-6.45
730,11,32,9,-0.78,1.70,-6.45
731,11,32,10,-2.44,2.15,-2.69
732,11,32,11,-2.44,2.15,-2.69
733,11,32,12,-2.94,2.15,-3.70
734,11,32,13,-2.94,2.15,-3.70
735,11,32,14,-2.95,2.00,-6.82
736,11,33,7,-1.15,1.77,-4.65
737,11,33,8,-0.78,1.70,-6.45
738,11,33,9,-0.78,1.70,-6.45
739,11,33,10,-2.44,2.15,-2.69
740,11,33,11,-2.94,2.15,-3.70
741,11,33,12,-2.94,2.15,-3.70
742,11,33,13,-2.52,1.94,-4.48
743,11,33,14,-4.24,2.13,-17.56
744,11,34,7,-1.15,1.77,-4.65
745,11,34,8,-0.78,1.70,-6.45
746,11,34,9,-0.78,1.70,-6.45
747,11,34,10,-1.80,2.11,-3.30
748,11,34,11,-2.31,2.11,-5.06
749,11,34,12,-3.33,1.82,-3.24
750,11,34,13,-2.90,1.60,-3.75
751,11,34,14,-4.34,2.18,-14.66
752,11,35,7,-1.15,1.77,-4.65
753,11,35,8,-0.78,1.70,-6.45
754,11,35,9,-1.80,2.11,-3.30
755,11,35,10,-1.80,2.11,-3.30
756,11,35,11,-3.33,1.82,-3.24
757,11,35,12,-2.90,1.60,-3.75
758,11,35,13,-3.78,1.90,-8.29
759,11,35,14,-4.16,2.09,-20.84
760,11,36,7,-1.15,1.77,-4.65
761,11,36,8,-1.15,1.77,-4.65
762,11,36,9,-2.82,1.82,-2.45
763,11,36,10,-2.82,1.82,-2.45
764,11,36,11,-2.90,1.60,-3.75
765,11,36,12,-2.90,1.60,-3.75
766,11,36,13,-3.33,1.67,-5.22
767,11,36,14,-4.23,2.12,-17.94
768,11,37,7,-1.79,1.69,-3.31
769,11,37,8,-1.79,1.69,-3.31
770,11,37,9,-2.86,1.84,-2.43
771,11,37,10,-2.43,1.62,-2.69
772,11,37,11,-2.93,1.62,-3.71
773,11,37,12,-2.93,1.62,-3.71
774,11,37,13,-3.41,1.71,-5.00
775,11,37,14,-4.32,2.17,-15.17
776,11,38,7,-1.37,1.49,-4.04
777,11,38,8,-2.92,1.86,-2.40
778,11,38,9,-2.49,1.65,-2.65
779,11,38,10,-2.49,1.65,-2.65
780,11,38,11,-2.99,1.65,-3.62
781,11,38,12,-2.99,1.65,-3.62
782,11,38,13,-4.43,2.22,-12.77
783,11,38,14,-4.28,2.15,-16.28
784,11,39,7,-1.37,1.49,-4.04
785,11,39,8,-2.67,1.74,-2.54
786,11,39,9,-2.67,1.74,-2.54
787,11,39,10,-2.67,1.74,-2.54
788,11,39,11,-3.17,1.74,-3.40
789,11,39,12,-3.32,1.81,-3.24
790,11,39,13,-3.73,1.87,-4.21
791,11,39,14,-7.54,3.81,-3.08
792,11,40,7,-1.37,1.49,-4.04
793,11,40,8,-2.81,1.81,-2.46
794,11,40,9,-2.81,1.81,-2.46
795,11,40,10,-2.81,1.81,-2.46
796,11,40,11,-3.32,1.81,-3.24
797,11,40,12,-3.54,1.92,-3.02
798,11,40,13,-3.78,1.90,-4.12
799,11,40,14,-7.87,3.99,-2.92
800,12,21,7,-1.24,1.69,-2.97
801,12,21,8,-0.66,1.67,-3.93
802,12,21,9,-1.02,1.71,-5.12
803,12,21,10,-1.09,1.85,-4.87
804,12,21,11,-1.09,1.85,-4.87
805,12,21,12,-1.09,1.85,-4.87
806,12,21,13,-1.72,1.86,-3.41
807,12,21,14,-2.23,1.86,-5.34
808,12,22,7,-0.66,1.67,-3.93
809,12,22,8,-0.95,1.67,-5.47
810,12,22,9,-1.02,1.71,-5.12
811,12,22,10,-0.66,1.64,-7.55
812,12,22,11,-1.09,1.85,-4.87
813,12,22,12,-1.09,1.85,-4.87
814,12,22,13,-1.30,1.65,-4.23
815,12,22,14,-2.82,2.09,-3.89
816,12,23,7,-0.66,1.67,-3.93
817,12,23,8,-1.02,1.71,-5.12
818,12,23,9,-0.66,1.64,-7.55
819,12,23,10,-0.66,1.64,-7.55
820,12,23,11,-0.66,1.64,-7.55
821,12,23,12,-1.30,1.65,-4.23
822,12,23,13,-2.82,2.09,-3.89
823,12,23,14,-2.82,2.09,-3.89
824,12,24,7,-0.66,1.67,-3.93
825,12,24,8,-1.02,1.71,-5.12
826,12,24,9,-0.66,1.64,-7.55
827,12,24,10,-0.66,1.64,-7.55
828,12,24,11,-0.66,1.64,-7.55
829,12,24,12,-1.30,1.65,-4.23
830,12,24,13,-2.82,2.09,-3.89
831,12,24,14,-2.82,2.09,-3.89
832,12,25,7,-1.07,1.73,-4.94
833,12,25,8,-1.02,1.71,-5.12
834,12,25,9,-0.66,1.64,-7.55
835,12,25,10,-0.66,1.64,-7.55
836,12,25,11,-0.66,1.64,-7.55
837,12,25,12,-2.82,2.09,-3.89
838,12,25,13,-2.82,2.09,-3.89
839,12,25,14,-2.82,2.09,-3.89
840,12,26,7,-3.00,1.90,-2.36
841,12,26,8,1.19,2.79,-2.31
842,12,26,9,-0.66,1.64,-7.55
843,12,26,10,-0.66,1.64,-7.55
844,12,26,11,-0.66,1.64,-7.55
845,12,26,12,-2.82,2.09,-3.89
846,12,26,13,-2.82,2.09,-3.89
847,12,26,14,-2.94,2.15,-3.70
848,12,27,7,1.07,2.85,-2.69
849,12,27,8,-1.02,1.71,-5.12
850,12,27,9,-0.66,1.64,-7.55
851,12,27,10,-0.66,1.64,-7.55
852,12,27,11,-1.68,2.05,-3.47
853,12,27,12,-2.82,2.09,-3.89
854,12,27,13,-2.94,2.15,-3.70
855,12,27,14,-2.47,2.15,-2.74
856,12,28,7,-1.15,1.77,-4.65
857,12,28,8,-1.15,1.77,-4.65
858,12,28,9,-0.78,1.70,-6.45
859,12,28,10,-0.66,1.64,-7.55
860,12,28,11,-1.80,2.11,-3.30
861,12,28,12,-2.94,2.15,-3.70
862,12,28,13,-2.94,2.15,-3.70
863,12,28,14,-3.37,2.21,-5.11
864,12,29,7,-1.15,1.77,-4.65
865,12,29,8,-1.15,1.77,-4.65
866,12,29,9,-0.78,1.70,-6.45
867,12,29,10,-1.80,2.11,-3.30
868,12,29,11,-2.94,2.15,-3.70
869,12,29,12,-2.94,2.15,-3.70
870,12,29,13,-2.94,2.15,-3.70
871,12,29,14,-4.28,2.67,-16.31
872,12,30,7,-1.15,1.77,-4.65
873,12,30,8,-1.15,1.77,-4.65
874,12,30,9,-0.78,1.70,-6.45
875,12,30,10,-1.80,2.11,-3.30
876,12,30,11,-2.94,2.15,-3.70
877,12,30,12,-2.94,2.15,-3.70
878,12,30,13,-2.47,2.15,-2.74
879,12,30,14,-2.39,2.21,-4.65
880,12,31,7,-1.15,1.77,-4.65
881,12,31,8,-0.78,1.70,-6.45
882,12,31,9,-0.78,1.70,-6.45
883,12,31,10,-2.44,2.15,-2.69
884,12,31,11,-2.94,2.15,-3.70
885,12,31,12,-2.94,2.15,-3.70
886,12,31,13,-3.37,2.21,-5.11
887,12,31,14,-2.39,2.21,-4.65
888,12,32,7,-1.15,1.77,-4.65
889,12,32,8,-0.78,1.70,-6.45
890,12,32,9,-1.80,2.11,-3.30
891,12,32,10,-2.44,2.15,-2.69
892,12,32,11,-2.94,2.15,-3.70
893,12,32,12,-2.94,2.15,-3.70
894,12,32,13,-3.86,2.46,-90.27
895,12,32,14,-3.80,2.43,-272.91
896,12,33,7,-1.15,1.77,-4.65
897,12,33,8,-0.78,1.70,-6.45
898,12,33,9,-2.44,2.15,-2.69
899,12,33,10,-2.44,2.15,-2.69
900,12,33,11,-2.94,2.15,-3.70
901,12,33,12,-2.52,1.94,-4.48
902,12,33,13,-3.86,2.46,-90.27
903,12,33,14,-4.21,2.11,-18.77
904,12,34,7,-0.78,1.70,-6.45
905,12,34,8,-0.78,1.70,-6.45
906,12,34,9,-1.80,2.11,-3.30
907,12,34,10,-2.94,2.15,-3.70
908,12,34,11,-2.94,2.15,-3.70
909,12,34,12,-2.52,1.94,-4.48
910,12,34,13,-4.26,2.14,-16.86
911,12,34,14,-4.03,2.02,-31.22
912,12,35,7,-1.15,1.77,-4.65
913,12,35,8,-1.80,2.11,-3.30
914,12,35,9,-1.80,2.11,-3.30
915,12,35,10,-2.31,2.11,-5.06
916,12,35,11,-2.90,1.60,-3.75
917,12,35,12,-3.33,1.67,-5.22
918,12,35,13,-4.10,2.05,-24.96
919,12,35,14,-4.10,2.05,-24.96
920,12,36,7,-1.15,1.77,-4.65
921,12,36,8,-2.17,2.28,-2.90
922,12,36,9,-2.82,1.82,-2.45
923,12,36,10,-2.90,1.60,-3.75
924,12,36,11,-2.90,1.60,-3.75
925,12,36,12,-3.33,1.67,-5.22
926,12,36,13,-4.19,2.10,-19.77
927,12,36,14,-4.06,2.03,-28.38
928,12,37,7,-1.15,1.77,-4.65
929,12,37,8,-2.82,1.82,-2.45
930,12,37,9,-2.40,1.60,-2.71
931,12,37,10,-2.90,1.60,-3.75
932,12,37,11,-2.90,1.60,-3.75
933,12,37,12,-3.36,1.68,-5.12
934,12,37,13,-4.28,2.14,-16.43
935,12,37,14,-6.85,3.46,-3.54
936,12,38,7,-1.37,1.49,-4.04
937,12,38,8,-2.46,1.63,-2.67
938,12,38,9,-2.46,1.63,-2.67
939,12,38,10,-2.96,1.63,-3.67
940,12,38,11,-2.96,1.63,-3.67
941,12,38,12,-4.41,2.21,-13.18
942,12,38,13,-4.26,2.14,-16.92
943,12,38,14,-7.01,3.54,-3.41
944,12,39,7,-2.64,1.72,-2.56
945,12,39,8,-2.64,1.72,-2.56
946,12,39,9,-2.64,1.72,-2.56
947,12,39,10,-3.14,1.72,-3.44
948,12,39,11,-3.32,1.81,-3.24
949,12,39,12,-3.73,1.87,-4.21
950,12,39,13,-7.38,3.73,-3.17
951,12,39,14,-5.66,2.85,-5.16
952,12,40,7,-2.84,1.83,-2.44
953,12,40,8,-2.84,1.83,-2.44
954,12,40,9,-2.84,1.83,-2.44
955,12,40,10,-3.35,1.83,-3.21
956,12,40,11,-3.59,1.95,-2.98
957,12,40,12,-6.88,3.75,-2.22
958,12,40,13,-7.76,3.93,-2.97
959,12,40,14,-5.78,2.91,-4.93
960,13,21,7,-0.66,1.67,-3.93
961,13,21,8,-0.95,1.67,-5.47
962,13,21,9,-1.02,1.71,-5.12
963,13,21,10,-1.09,1.85,-4.87
964,13,21,11,-1.09,1.85,-4.87
965,13,21,12,-1.72,1.86,-3.41
966,13,21,13,-2.23,1.86,-5.34
967,13,21,14,-2.82,2.09,-3.89
968,13,22,7,-0.66,1.67,-3.93
969,13,22,8,-1.02,1.71,-5.12
970,13,22,9,-0.66,1.64,-7.55
971,13,22,10,-0.66,1.64,-7.55
972,13,22,11,-1.09,1.85,-4.87
973,13,22,12,-1.30,1.65,-4.23
974,13,22,13,-2.82,2.09,-3.89
975,13,22,14,-2.82,2.09,-3.89
976,13,23,7,-0.95,1.67,-5.47
977,13,23,8,-1.02,1.71,-5.12
978,13,23,9,-0.66,1.64,-7.55
979,13,23,10,-0.66,1.64,-7.55
980,13,23,11,-1.30,1.65,-4.23
981,13,23,12,-2.82,2.09,-3.89
982,13,23,13,-2.82,2.09,-3.89
983,13,23,14,-2.82,2.09,-3.89
984,13,24,7,-1.02,1.71,-5.12
985,13,24,8,-1.02,1.71,-5.12
986,13,24,9,-0.66,1.64,-7.55
987,13,24,10,-0.66,1.64,-7.55
988,13,24,11,-1.30,1.65,-4.23
989,13,24,12,-2.82,2.09,-3.89
990,13,24,13,-2.82,2.09,-3.89
991,13,24,14,-2.34,2.09,-2.84
992,13,25,7,-1.15,1.77,-4.65
993,13,25,8,-0.66,1.64,-7.55
994,13,25,9,-0.66,1.64,-7.55
995,13,25,10,-0.66,1.64,-7.55
996,13,25,11,-2.31,2.09,-2.78
997,13,25,12,-2.82,2.09,-3.89
998,13,25,13,-2.82,2.09,-3.89
999,13,25,14,-1.91,1.97,-330.19
1000,13,26,7,-3.00,1.90,-2.36
1001,13,26,8,1.19,2.79,-2.31
1002,13,26,9,-0.66,1.64,-7.55
1003,13,26,10,-0.66,1.64,-7.55
1004,13,26,11,-2.82,2.09,-3.89
1005,13,26,12,-2.82,2.09,-3.89
1006,13,26,13,-2.94,2.15,-3.70
1007,13,26,14,-1.91,1.97,-330.19
1008,13,27,7,1.07,2.85,-2.69
1009,13,27,8,-1.15,1.77,-4.65
1010,13,27,9,-0.66,1.64,-7.55
1011,13,27,10,-1.68,2.05,-3.47
1012,13,27,11,-2.94,2.15,-3.70
1013,13,27,12,-2.94,2.15,-3.70
1014,13,27,13,-2.47,2.15,-2.74
1015,13,27,14,-2.83,2.42,-7.23
1016,13,28,7,-1.15,1.77,-4.65
1017,13,28,8,-1.15,1.77,-4.65
1018,13,28,9,-0.78,1.70,-6.45
1019,13,28,10,-1.80,2.11,-3.30
1020,13,28,11,-2.94,2.15,-3.70
1021,13,28,12,-2.94,2.15,-3.70
1022,13,28,13,-3.37,2.21,-5.11
1023,13,28,14,-2.83,2.42,-7.23
1024,13,29,7,-1.15,1.77,-4.65
1025,13,29,8,-0.78,1.70,-6.45
1026,13,29,9,-0.78,1.70,-6.45
1027,13,29,10,-2.31,2.11,-5.06
1028,13,29,11,-2.94,2.15,-3.70
1029,13,29,12,-2.94,2.15,-3.70
1030,13,29,13,-4.28,2.67,-16.31
1031,13,29,14,-2.23,2.12,-4.03
1032,13,30,7,-1.15,1.77,-4.65
1033,13,30,8,-0.78,1.70,-6.45
1034,13,30,9,-1.80,2.11,-3.30
1035,13,30,10,-2.94,2.15,-3.70
1036,13,30,11,-2.94,2.15,-3.70
1037,13,30,12,-2.47,2.15,-2.74
1038,13,30,13,-2.39,2.21,-4.65
1039,13,30,14,-2.23,2.12,-4.03
1040,13,31,7,-1.15,1.77,-4.65
1041,13,31,8,-0.78,1.70,-6.45
1042,13,31,9,-1.80,2.11,-3.30
1043,13,31,10,-2.94,2.15,-3.70
1044,13,31,11,-2.94,2.15,-3.70
1045,13,31,12,-3.37,2.21,-5.11
1046,13,31,13,-2.39,2.21,-4.65
1047,13,31,14,-1.32,1.67,-8.40
1048,13,32,7,-1.15,1.77,-4.65
1049,13,32,8,-0.78,1.70,-6.45
1050,13,32,9,-2.44,2.15,-2.69
1051,13,32,10,-2.94,2.15,-3.70
1052,13,32,11,-2.94,2.15,-3.70
1053,13,32,12,-2.39,2.21,-4.65
1054,13,32,13,-2.25,2.14,-4.12
1055,13,32,14,-1.13,1.58,-6.24
1056,13,33,7,-0.78,1.70,-6.45
1057,13,33,8,-1.80,2.11,-3.30
1058,13,33,9,-2.44,2.15,-2.69
1059,13,33,10,-2.94,2.15,-3.70
1060,13,33,11,-2.52,1.94,-4.48
1061,13,33,12,-3.86,2.46,-90.27
1062,13,33,13,-3.77,2.41,-3562.31
1063,13,33,14,-3.04,1.53,-6.48
1064,13,34,7,-0.78,1.70,-6.45
1065,13,34,8,-1.80,2.11,-3.30
1066,13,34,9,-2.44,2.15,-2.69
1067,13,34,10,-2.94,2.15,-3.70
1068,13,34,11,-2.52,1.94,-4.48
1069,13,34,12,-3.85,2.45,-96.51
1070,13,34,13,-4.01,2.01,-34.11
1071,13,34,14,-2.99,1.53,-6.73
1072,13,35,7,-0.78,1.70,-6.45
1073,13,35,8,-1.80,2.11,-3.30
1074,13,35,9,-2.31,2.11,-5.06
1075,13,35,10,-1.89,1.90,-7.16
1076,13,35,11,-3.78,1.90,-8.29
1077,13,35,12,-4.08,2.04,-26.73
1078,13,35,13,-4.08,2.04,-26.73
1079,13,35,14,-6.05,3.05,-3.37
1080,13,36,7,-1.38,1.90,-4.03
1081,13,36,8,-1.38,1.90,-4.03
1082,13,36,9,-1.89,1.90,-7.16
1083,13,36,10,-2.90,1.60,-3.75
1084,13,36,11,-3.33,1.67,-5.22
1085,13,36,12,-4.16,2.09,-20.84
1086,13,36,13,-6.51,3.29,-3.83
1087,13,36,14,-6.19,3.12,-3.30
1088,13,37,7,-1.74,2.06,-3.38
1089,13,37,8,-2.40,1.60,-2.71
1090,13,37,9,-2.90,1.60,-3.75
1091,13,37,10,-2.90,1.60,-3.75
1092,13,37,11,-3.34,1.67,-5.19
1093,13,37,12,-4.25,2.13,-17.15
1094,13,37,13,-6.67,3.37,-3.68
1095,13,37,14,-4.98,2.50,-4.98
1096,13,38,7,-2.46,1.63,-2.67
1097,13,38,8,-2.46,1.63,-2.67
1098,13,38,9,-2.96,1.63,-3.67
1099,13,38,10,-2.96,1.63,-3.67
1100,13,38,11,-4.41,2.21,-13.18
1101,13,38,12,-4.26,2.14,-16.92
1102,13,38,13,-6.63,3.35,-3.14
1103,13,38,14,-5.09,2.56,-4.93
1104,13,39,7,-2.67,1.74,-2.54
1105,13,39,8,-2.67,1.74,-2.54
1106,13,39,9,-3.17,1.74,-3.40
1107,13,39,10,-2.93,1.62,-3.72
1108,13,39,11,-3.78,1.89,-4.13
1109,13,39,12,-7.27,3.67,-3.23
1110,13,39,13,-5.51,2.77,-5.51
1111,13,39,14,-5.32,2.67,-4.84
1112,13,40,7,-2.89,1.84,-2.42
1113,13,40,8,-2.89,1.84,-2.42
1114,13,40,9,-3.38,1.84,-3.15
1115,13,40,10,-3.70,2.00,-2.90
1116,13,40,11,-3.91,1.96,-3.92
1117,13,40,12,-7.74,3.92,-2.97
1118,13,40,13,-5.66,2.85,-5.16
1119,13,40,14,-5.54,2.79,-4.76
1120,14,21,7,-0.95,1.67,-5.47
1121,14,21,8,-1.02,1.71,-5.12
1122,14,21,9,-0.66,1.64,-7.55
1123,14,21,10,-1.09,1.85,-4.87
1124,14,21,11,-1.72,1.86,-3.41
1125,14,21,12,-2.23,1.86,-5.34
1126,14,21,13,-2.82,2.09,-3.89
1127,14,21,14,-2.82,2.09,-3.89
1128,14,22,7,-1.02,1.71,-5.12
1129,14,22,8,-0.66,1.64,-7.55
1130,14,22,9,-0.66,1.64,-7.55
1131,14,22,10,-0.66,1.64,-7.55
1132,14,22,11,-1.30,1.65,-4.23
1133,14,22,12,-2.82,2.09,-3.89
1134,14,22,13,-2.82,2.09,-3.89
1135,14,22,14,-2.34,2.09,-2.84
1136,14,23,7,-1.02,1.71,-5.12
1137,14,23,8,-0.66,1.64,-7.55
1138,14,23,9,-0.66,1.64,-7.55
1139,14,23,10,-0.66,1.64,-7.55
1140,14,23,11,-2.82,2.09,-3.89
1141,14,23,12,-2.82,2.09,-3.89
1142,14,23,13,-2.82,2.09,-3.89
1143,14,23,14,-1.78,1.90,-39.96
1144,14,24,7,-1.02,1.71,-5.12
1145,14,24,8,-0.66,1.64,-7.55
1146,14,24,9,-0.66,1.64,-7.55
1147,14,24,10,-1.30,1.65,-4.23
1148,14,24,11,-2.82,2.09,-3.89
1149,14,24,12,-2.82,2.09,-3.89
1150,14,24,13,-2.34,2.09,-2.84
1151,14,24,14,-1.91,1.97,-330.19
1152,14,25,7,-1.15,1.77,-4.65
1153,14,25,8,-0.66,1.64,-7.55
1154,14,25,9,-0.66,1.64,-7.55
1155,14,25,10,-2.31,2.09,-2.78
1156,14,25,11,-2.82,2.09,-3.89
1157,14,25,12,-2.82,2.09,-3.89
1158,14,25,13,-1.91,1.97,-330.19
1159,14,25,14,-2.83,2.42,-7.23
1160,14,26,7,-3.00,1.90,-2.36
1161,14,26,8,1.57,2.61,-1.54
1162,14,26,9,-0.66,1.64,-7.55
1163,14,26,10,-2.82,2.09,-3.89
1164,14,26,11,-2.82,2.09,-3.89
1165,14,26,12,-2.94,2.15,-3.70
1166,14,26,13,-3.37,2.21,-5.11
1167,14,26,14,-2.83,2.42,-7.23
1168,14,27,7,1.07,2.85,-2.69
1169,14,27,8,-0.78,1.70,-6.45
1170,14,27,9,-0.78,1.70,-6.45
1171,14,27,10,-2.94,2.15,-3.70
1172,14,27,11,-2.94,2.15,-3.70
1173,14,27,12,-2.47,2.15,-2.74
1174,14,27,13,-4.28,2.67,-16.31
1175,14,27,14,-2.66,2.34,-5.98
1176,14,28,7,-1.15,1.77,-4.65
1177,14,28,8,-0.78,1.70,-6.45
1178,14,28,9,-1.80,2.11,-3.30
1179,14,28,10,-2.94,2.15,-3.70
1180,14,28,11,-2.94,2.15,-3.70
1181,14,28,12,-3.37,2.21,-5.11
1182,14,28,13,-2.83,2.42,-7.23
1183,14,28,14,-1.32,1.67,-8.40
1184,14,29,7,-1.15,1.77,-4.65
1185,14,29,8,-0.78,1.70,-6.45
1186,14,29,9,-1.80,2.11,-3.30
1187,14,29,10,-2.94,2.15,-3.70
1188,14,29,11,-2.94,2.15,-3.70
1189,14,29,12,-4.28,2.67,-16.31
1190,14,29,13,-2.23,2.12,-4.03
1191,14,29,14,-1.32,1.67,-8.40
1192,14,30,7,-1.15,1.77,-4.65
1193,14,30,8,-1.80,2.11,-3.30
1194,14,30,9,-1.80,2.11,-3.30
1195,14,30,10,-2.94,2.15,-3.70
1196,14,30,11,-2.94,2.15,-3.70
1197,14,30,12,-2.39,2.21,-4.65
1198,14,30,13,-2.23,2.12,-4.03
1199,14,30,14,-1.10,1.57,-6.04
1200,14,31,7,-0.78,1.70,-6.45
1201,14,31,8,-1.80,2.11,-3.30
1202,14,31,9,-2.94,2.15,-3.70
1203,14,31,10,-2.94,2.15,-3.70
1204,14,31,11,-3.37,2.21,-5.11
1205,14,31,12,-2.39,2.21,-4.65
1206,14,31,13,-1.32,1.67,-8.40
1207,14,31,14,-2.97,2.04,-6.85
1208,14,32,7,-0.78,1.70,-6.45
1209,14,32,8,-1.80,2.11,-3.30
1210,14,32,9,-2.94,2.15,-3.70
1211,14,32,10,-2.94,2.15,-3.70
1212,14,32,11,-1.47,1.75,-12.13
1213,14,32,12,-2.23,2.12,-4.03
1214,14,32,13,-1.10,1.57,-6.04
1215,14,32,14,-1.00,1.52,-5.26
1216,14,33,7,-0.78,1.70,-6.45
1217,14,33,8,-2.44,2.15,-2.69
1218,14,33,9,-2.94,2.15,-3.70
1219,14,33,10,-2.52,1.94,-4.48
1220,14,33,11,-3.86,2.46,-90.27
1221,14,33,12,-2.25,2.14,-4.12
1222,14,33,13,-1.13,1.58,-6.24
1223,14,33,14,-3.83,2.92,-8.69
1224,14,34,7,-1.80,2.11,-3.30
1225,14,34,8,-2.44,2.15,-2.69
1226,14,34,9,-2.52,1.94,-4.48
1227,14,34,10,-2.52,1.94,-4.48
1228,14,34,11,-3.83,2.44,-142.36
1229,14,34,12,-3.60,2.33,-44.61
1230,14,34,13,-2.97,1.53,-6.85
1231,14,34,14,-5.75,2.89,-3.45
1232,14,35,7,-1.38,1.90,-4.03
1233,14,35,8,-1.38,1.90,-4.03
1234,14,35,9,-2.52,1.94,-4.48
1235,14,35,10,-2.52,1.94,-4.48
1236,14,35,11,-3.67,2.36,-74.45
1237,14,35,12,-4.05,2.03,-28.80
1238,14,35,13,-5.87,2.95,-3.40
1239,14,35,14,-4.65,2.33,-5.13
1240,14,36,7,-1.38,1.90,-4.03
1241,14,36,8,-1.38,1.90,-4.03
1242,14,36,9,-1.89,1.90,-7.16
1243,14,36,10,-3.78,1.90,-8.29
1244,14,36,11,-4.16,2.09,-20.84
1245,14,36,12,-4.04,2.02,-30.51
1246,14,36,13,-6.02,3.03,-3.31
1247,14,36,14,-4.76,2.39,-5.08
1248,14,37,7,-1.74,2.06,-3.38
1249,14,37,8,-2.40,1.60,-2.71
1250,14,37,9,-2.90,1.60,-3.75
1251,14,37,10,-3.82,1.91,-8.03
1252,14,37,11,-4.28,2.14,-16.43
