,pfast,pmid,pslow,return,dd,sharpe
633,5,19,34,-1.91,2.83,-3.10
634,5,19,35,-0.93,2.88,-5.33
635,5,19,36,-0.71,2.88,-6.70
636,5,19,37,-0.71,2.88,-6.70
637,5,19,38,-0.71,2.88,-6.70
638,5,19,39,-1.04,2.87,-4.86
639,5,19,40,-1.04,2.87,-4.86
640,5,20,21,-12.55,6.52,-2.06
641,5,20,22,-7.02,5.11,-0.96
642,5,20,23,-1.24,3.32,-0.92
643,5,20,24,0.97,3.46,-2.66
644,5,20,25,-2.15,4.56,-2.38
645,5,20,26,-6.07,4.57,-7.09
646,5,20,27,-2.16,2.51,-2.39
647,5,20,28,-6.07,4.57,-7.09
648,5,20,29,-6.76,4.60,-9.81
649,5,20,30,-6.71,4.57,-9.46
650,5,20,31,-6.88,4.57,-9.60
651,5,20,32,-1.91,2.83,-3.10
652,5,20,33,-1.91,2.83,-3.10
653,5,20,34,-0.93,2.88,-5.33
654,5,20,35,-0.93,2.88,-5.33
655,5,20,36,-0.71,2.88,-6.70
656,5,20,37,-0.71,2.88,-6.70
657,5,20,38,-1.04,2.87,-4.86
658,5,20,39,-1.04,2.87,-4.86
659,5,20,40,0.23,2.83,-0.94
660,6,10,21,-5.51,6.07,-8.59
661,6,10,22,-3.55,5.12,-6.38
662,6,10,23,-3.55,5.12,-6.38
663,6,10,24,-9.13,5.22,-2.78
664,6,10,25,-8.76,5.03,-2.99
665,6,10,26,-8.71,5.00,-2.95
666,6,10,27,-8.76,5.03,-2.99
667,6,10,28,-8.71,5.00,-2.95
668,6,10,29,-8.71,5.00,-2.95
669,6,10,30,-8.12,4.70,-3.19
670,6,10,31,-8.76,5.03,-2.99
671,6,10,32,-4.20,3.66,-1.91
672,6,10,33,-4.20,3.66,-1.91
673,6,10,34,-4.20,3.66,-1.91
674,6,10,35,-4.20,3.66,-1.91
675,6,10,36,-4.20,3.66,-1.91
676,6,10,37,-4.20,3.66,-1.91
677,6,10,38,-4.20,3.66,-1.91
678,6,10,39,-4.20,3.66,-1.91
679,6,10,40,-4.20,3.66,-1.91
680,6,11,21,-3.52,5.10,-6.22
681,6,11,22,-3.52,5.10,-6.22
682,6,11,23,-0.65,4.15,-1.19
683,6,11,24,-7.14,4.49,-4.48
684,6,11,25,-8.76,5.03,-2.99
685,6,11,26,-8.71,5.00,-2.95
686,6,11,27,-8.12,4.70,-3.19
687,6,11,28,-8.12,4.70,-3.19
688,6,11,29,-8.12,4.70,-3.19
689,6,11,30,-8.12,4.70,-3.19
690,6,11,31,-8.12,4.70,-3.19
691,6,11,32,-5.18,3.66,-2.82
692,6,11,33,-5.18,3.66,-2.82
693,6,11,34,-5.18,3.66,-2.82
694,6,11,35,-5.18,3.66,-2.82
695,6,11,36,-5.28,3.66,-2.94
696,6,11,37,-5.28,3.66,-2.94
697,6,11,38,-5.28,3.66,-2.94
698,6,11,39,-5.28,3.66,-2.94
699,6,11,40,-5.28,3.66,-2.94
700,6,12,21,-3.52,5.10,-6.22
701,6,12,22,-3.52,5.10,-6.22
702,6,12,23,-0.01,3.85,-0.90
703,6,12,24,-7.22,4.19,-3.99
704,6,12,25,-9.17,4.69,-2.81
705,6,12,26,-8.53,4.35,-2.97
706,6,12,27,-8.53,4.35,-2.97
707,6,12,28,-8.53,4.35,-2.97
708,6,12,29,-8.53,4.35,-2.97
709,6,12,30,-8.53,4.35,-2.97
710,6,12,31,-8.53,4.35,-2.97
711,6,12,32,-5.88,3.31,-2.92
712,6,12,33,-5.88,3.31,-2.92
713,6,12,34,-5.99,3.31,-3.05
714,6,12,35,-5.99,3.31,-3.05
715,6,12,36,-5.99,3.31,-3.05
716,6,12,37,-5.99,3.31,-3.05
717,6,12,38,-5.99,3.31,-3.05
718,6,12,39,-5.99,3.31,-3.05
719,6,12,40,-5.99,3.31,-3.05
720,6,13,21,-3.52,5.10,-6.22
721,6,13,22,-3.52,5.10,-6.22
722,6,13,23,-1.59,4.16,-1.93
723,6,13,24,-5.99,4.10,-10.48
724,6,13,25,-6.16,4.19,-6.06
725,6,13,26,-7.80,4.21,-3.39
726,6,13,27,-7.80,4.21,-3.39
727,6,13,28,-7.80,4.21,-3.39
728,6,13,29,-7.80,4.21,-3.39
729,6,13,30,-7.80,4.21,-3.39
730,6,13,31,-7.80,4.21,-3.39
731,6,13,32,-4.46,3.17,-2.53
732,6,13,33,-4.46,3.17,-2.53
733,6,13,34,-4.46,3.17,-2.53
734,6,13,35,-4.46,3.17,-2.53
735,6,13,36,-4.46,3.17,-2.53
736,6,13,37,-4.46,3.17,-2.53
737,6,13,38,-4.46,3.17,-2.53
738,6,13,39,-4.46,3.17,-2.53
739,6,13,40,-4.46,3.17,-2.53
740,6,14,21,-4.58,5.62,-46.30
741,6,14,22,-3.52,5.10,-6.22
742,6,14,23,2.63,2.26,-0.18
743,6,14,24,-7.06,4.10,-5.28
744,6,14,25,-10.09,5.16,-2.75
745,6,14,26,-10.09,5.16,-2.75
746,6,14,27,-10.09,5.16,-2.75
747,6,14,28,-10.09,5.16,-2.75
748,6,14,29,-10.09,5.16,-2.75
749,6,14,30,-10.09,5.16,-2.75
750,6,14,31,-10.09,5.16,-2.75
751,6,14,32,-6.39,3.90,-1.96
752,6,14,33,-6.15,3.90,-1.83
753,6,14,34,-6.15,3.90,-1.83
754,6,14,35,-6.15,3.90,-1.83
755,6,14,36,-6.15,3.90,-1.83
756,6,14,37,-6.15,3.90,-1.83
757,6,14,38,-6.15,3.90,-1.83
758,6,14,39,-6.15,3.90,-1.83
759,6,14,40,-6.15,3.90,-1.83
760,6,15,21,-8.10,4.20,-3.28
761,6,15,22,-7.03,3.65,-4.20
762,6,15,23,-6.87,3.56,-4.41
763,6,15,24,-6.87,3.56,-4.41
764,6,15,25,-8.04,4.23,-3.39
765,6,15,26,-6.03,3.23,-6.28
766,6,15,27,-6.03,3.23,-6.28
767,6,15,28,-6.03,3.23,-6.28
768,6,15,29,-8.24,4.27,-3.22
769,6,15,30,-8.24,4.27,-3.22
770,6,15,31,-8.24,4.27,-3.22
771,6,15,32,-8.24,4.27,-3.22
772,6,15,33,-8.24,4.27,-3.22
773,6,15,34,-8.24,4.27,-3.22
774,6,15,35,-8.24,4.27,-3.22
775,6,15,36,-8.24,4.27,-3.22
776,6,15,37,-8.40,4.36,-3.17
777,6,15,38,-8.40,4.36,-3.17
778,6,15,39,-8.40,4.36,-3.17
779,6,15,40,-8.43,4.37,-3.02
780,6,16,21,-6.85,3.71,-4.49
781,6,16,22,-2.85,2.98,-4.19
782,6,16,23,-6.27,4.17,-5.50
783,6,16,24,-1.48,2.26,-1.69
784,6,16,25,-4.15,3.22,-22.14
785,6,16,26,-4.15,3.22,-22.14
786,6,16,27,-4.15,3.22,-22.14
787,6,16,28,-4.15,3.22,-22.14
788,6,16,29,-3.73,3.25,-9.87
789,6,16,30,-7.39,4.49,-4.16
790,6,16,31,-6.14,4.19,-6.14
791,6,16,32,-6.33,4.29,-6.83
792,6,16,33,-4.15,3.22,-22.14
793,6,16,34,-4.15,3.22,-22.14
794,6,16,35,-4.15,3.22,-22.14
795,6,16,36,-3.73,3.25,-9.87
796,6,16,37,-3.82,3.30,-6.73
797,6,16,38,-4.21,3.31,-10.53
798,6,16,39,-4.29,3.35,-29.69
799,6,16,40,-3.83,3.38,-12.10
800,6,17,21,-5.02,4.06,-6.11
801,6,17,22,-4.60,3.85,-165.86
802,6,17,23,-5.41,3.73,-5.04
803,6,17,24,-1.48,2.26,-1.69
804,6,17,25,-5.16,3.73,-5.66
805,6,17,26,-5.16,3.73,-5.66
806,6,17,27,-5.16,3.73,-5.66
807,6,17,28,-4.78,3.78,-7.11
808,6,17,29,-4.78,3.78,-7.11
809,6,17,30,-7.39,4.49,-4.16
810,6,17,31,-5.23,3.73,-5.47
811,6,17,32,-5.23,3.73,-5.47
812,6,17,33,-3.67,2.98,-62.33
813,6,17,34,-3.67,2.98,-62.33
814,6,17,35,-2.69,2.88,-7.88
815,6,17,36,-2.69,2.88,-7.88
816,6,17,37,-2.69,2.88,-7.88
817,6,17,38,-2.47,2.88,-6.04
818,6,17,39,-2.47,2.88,-6.04
819,6,17,40,-2.80,2.87,-9.22
820,6,18,21,-0.91,3.06,-0.92
821,6,18,22,-5.81,3.68,-1.18
822,6,18,23,-5.37,3.48,-1.19
823,6,18,24,-2.16,2.51,-2.39
824,6,18,25,-1.62,2.31,-1.81
825,6,18,26,-3.49,2.95,-2.23
826,6,18,27,-3.17,2.95,-2.48
827,6,18,28,-3.17,2.95,-2.48
828,6,18,29,-3.66,3.01,-2.42
829,6,18,30,-3.66,3.01,-2.42
830,6,18,31,-3.49,2.83,-2.14
831,6,18,32,-3.49,2.83,-2.14
832,6,18,33,-1.91,2.83,-3.10
833,6,18,34,-1.91,2.83,-3.10
834,6,18,35,-0.93,2.88,-5.33
835,6,18,36,-0.71,2.88,-6.70
836,6,18,37,-0.71,2.88,-6.70
837,6,18,38,-0.71,2.88,-6.70
838,6,18,39,-1.04,2.87,-4.86
839,6,18,40,-1.04,2.87,-4.86
840,6,19,21,-4.92,3.55,-0.96
841,6,19,22,-5.36,3.61,-1.19
842,6,19,23,-4.38,3.96,-0.95
843,6,19,24,3.63,3.70,-0.31
844,6,19,25,-0.37,2.29,-0.98
845,6,19,26,-1.48,2.26,-1.69
846,6,19,27,-3.17,2.95,-2.48
847,6,19,28,-3.28,3.00,-2.61
848,6,19,29,-6.02,4.21,-6.20
849,6,19,30,-6.02,4.21,-6.20
850,6,19,31,-3.49,2.83,-2.14
851,6,19,32,-1.91,2.83,-3.10
852,6,19,33,-1.91,2.83,-3.10
853,6,19,34,-1.91,2.83,-3.10
854,6,19,35,-0.93,2.88,-5.33
855,6,19,36,-0.71,2.88,-6.70
856,6,19,37,-0.71,2.88,-6.70
857,6,19,38,-0.71,2.88,-6.70
858,6,19,39,-1.04,2.87,-4.86
859,6,19,40,-1.04,2.87,-4.86
860,6,20,21,-9.83,6.10,-0.97
861,6,20,22,-12.26,6.31,-2.09
862,6,20,23,-1.24,3.32,-0.92
863,6,20,24,3.63,3.70,-0.31
864,6,20,25,-2.15,4.56,-2.38
865,6,20,26,-6.07,4.57,-7.09
866,6,20,27,-2.16,2.51,-2.39
867,6,20,28,-6.07,4.57,-7.09
868,6,20,29,-6.02,4.21,-6.20
869,6,20,30,-6.02,4.21,-6.20
870,6,20,31,-6.14,4.19,-6.14
871,6,20,32,-1.91,2.83,-3.10
872,6,20,33,-1.91,2.83,-3.10
873,6,20,34,-0.93,2.88,-5.33
874,6,20,35,-0.93,2.88,-5.33
875,6,20,36,-0.71,2.88,-6.70
876,6,20,37,-0.71,2.88,-6.70
877,6,20,38,-1.04,2.87,-4.86
878,6,20,39,-1.04,2.87,-4.86
879,6,20,40,-1.19,2.87,-4.39
880,7,10,21,-5.88,6.26,-6.32
881,7,10,22,-6.48,6.55,-5.05
882,7,10,23,-3.85,5.26,-8.88
883,7,10,24,-7.14,4.49,-4.48
884,7,10,25,-9.08,5.20,-2.75
885,7,10,26,-9.08,5.20,-2.75
886,7,10,27,-9.02,5.17,-2.82
887,7,10,28,-9.02,5.17,-2.82
888,7,10,29,-9.02,5.17,-2.82
889,7,10,30,-8.43,4.86,-3.02
890,7,10,31,-9.02,5.17,-2.82
891,7,10,32,-6.85,4.05,-4.84
892,7,10,33,-6.85,4.05,-4.84
893,7,10,34,-6.85,4.05,-4.84
894,7,10,35,-6.85,4.05,-4.84
895,7,10,36,-6.85,4.05,-4.84
896,7,10,37,-6.85,4.05,-4.84
897,7,10,38,-6.85,4.05,-4.84
898,7,10,39,-6.85,4.05,-4.84
899,7,10,40,-6.85,4.05,-4.84
900,7,11,21,-6.18,6.32,-5.46
901,7,11,22,-6.48,6.47,-5.05
902,7,11,23,-4.04,5.27,-11.60
903,7,11,24,-4.04,5.27,-11.60
904,7,11,25,-9.50,4.85,-2.61
905,7,11,26,-9.39,4.80,-2.64
906,7,11,27,-8.85,4.52,-2.84
907,7,11,28,-8.85,4.52,-2.84
908,7,11,29,-8.85,4.52,-2.84
909,7,11,30,-8.85,4.52,-2.84
910,7,11,31,-8.85,4.52,-2.84
911,7,11,32,-5.94,3.47,-2.45
912,7,11,33,-5.94,3.47,-2.45
913,7,11,34,-5.94,3.47,-2.45
914,7,11,35,-5.94,3.47,-2.45
915,7,11,36,-6.04,3.47,-2.54
916,7,11,37,-6.04,3.47,-2.54
917,7,11,38,-6.04,3.47,-2.54
918,7,11,39,-6.04,3.47,-2.54
919,7,11,40,-6.04,3.47,-2.54
920,7,12,21,-3.52,5.10,-6.22
921,7,12,22,-3.52,5.10,-6.22
922,7,12,23,-3.52,5.10,-6.22
923,7,12,24,-7.18,4.19,-4.02
924,7,12,25,-7.18,4.19,-4.02
925,7,12,26,-8.85,4.52,-2.84
926,7,12,27,-8.85,4.52,-2.84
927,7,12,28,-8.85,4.52,-2.84
928,7,12,29,-8.85,4.52,-2.84
929,7,12,30,-8.85,4.52,-2.84
930,7,12,31,-8.85,4.52,-2.84
931,7,12,32,-6.22,3.47,-2.71
932,7,12,33,-6.22,3.47,-2.71
933,7,12,34,-6.32,3.47,-2.82
934,7,12,35,-6.32,3.47,-2.82
935,7,12,36,-6.32,3.47,-2.82
936,7,12,37,-6.32,3.47,-2.82
937,7,12,38,-6.32,3.47,-2.82
938,7,12,39,-6.32,3.47,-2.82
939,7,12,40,-6.32,3.47,-2.82
940,7,13,21,-3.96,5.23,-10.30
941,7,13,22,-2.12,4.33,-2.60
942,7,13,23,-2.61,4.57,-3.53
943,7,13,24,3.83,2.26,-0.02
944,7,13,25,-6.11,4.16,-5.91
945,7,13,26,-6.31,3.45,-5.17
946,7,13,27,-6.31,3.45,-5.17
947,7,13,28,-6.31,3.45,-5.17
948,7,13,29,-6.31,3.45,-5.17
949,7,13,30,-6.31,3.45,-5.17
950,7,13,31,-6.31,3.45,-5.17
951,7,13,32,-6.31,3.45,-5.17
952,7,13,33,-6.31,3.45,-5.17
953,7,13,34,-6.31,3.45,-5.17
954,7,13,35,-6.31,3.45,-5.17
955,7,13,36,-5.68,3.15,-6.67
956,7,13,37,-5.68,3.15,-6.67
957,7,13,38,-6.61,3.60,-4.80
958,7,13,39,-6.61,3.60,-4.80
959,7,13,40,-6.61,3.60,-4.80
960,7,14,21,-3.53,5.02,-7.89
961,7,14,22,-2.12,4.33,-2.60
962,7,14,23,-2.61,4.57,-3.53
963,7,14,24,-2.61,4.57,-3.53
964,7,14,25,-5.59,4.15,-8.04
965,7,14,26,-3.92,3.34,-6.97
966,7,14,27,-7.54,4.01,-4.48
967,7,14,28,-7.54,4.01,-4.48
968,7,14,29,-7.54,4.01,-4.48
969,7,14,30,-7.54,4.01,-4.48
970,7,14,31,-7.54,4.01,-4.48
971,7,14,32,-7.54,4.01,-4.48
972,7,14,33,-7.54,4.01,-4.48
973,7,14,34,-7.54,4.01,-4.48
974,7,14,35,-7.10,3.78,-3.99
975,7,14,36,-6.48,3.49,-4.66
976,7,14,37,-6.48,3.49,-4.66
977,7,14,38,-7.36,3.92,-3.73
978,7,14,39,-7.36,3.92,-3.73
979,7,14,40,-7.36,3.92,-3.73
980,7,15,21,-8.26,4.21,-3.18
981,7,15,22,-7.20,3.66,-4.01
982,7,15,23,-8.40,4.29,-3.13
983,7,15,24,-7.19,3.66,-4.01
984,7,15,25,-5.41,3.67,-10.15
985,7,15,26,-6.39,3.25,-5.31
986,7,15,27,-6.39,3.25,-5.31
987,7,15,28,-6.39,3.25,-5.31
988,7,15,29,-8.40,4.29,-3.13
989,7,15,30,-8.40,4.29,-3.13
990,7,15,31,-8.40,4.29,-3.13
991,7,15,32,-8.40,4.29,-3.13
992,7,15,33,-8.40,4.29,-3.13
993,7,15,34,-8.40,4.29,-3.13
994,7,15,35,-8.40,4.29,-3.13
995,7,15,36,-8.40,4.29,-3.13
996,7,15,37,-8.48,4.33,-3.00
997,7,15,38,-8.48,4.33,-3.00
998,7,15,39,-8.48,4.33,-3.00
999,7,15,40,-8.60,4.39,-2.94
1000,7,16,21,-6.93,3.75,-4.19
1001,7,16,22,-7.89,4.04,-3.33
1002,7,16,23,-6.79,3.63,-3.26
1003,7,16,24,-2.16,2.51,-2.39
1004,7,16,25,-2.16,2.51,-2.39
1005,7,16,26,-3.67,2.98,-62.33
1006,7,16,27,-3.67,2.98,-62.33
1007,7,16,28,-3.67,2.98,-62.33
1008,7,16,29,-3.25,3.01,-24.69
1009,7,16,30,-7.39,4.49,-4.16
1010,7,16,31,-6.09,4.16,-5.98
1011,7,16,32,-6.09,4.16,-5.98
1012,7,16,33,-3.67,2.98,-62.33
1013,7,16,34,-3.67,2.98,-62.33
1014,7,16,35,-3.67,2.98,-62.33
1015,7,16,36,-3.25,3.01,-24.69
1016,7,16,37,-3.55,3.16,-8.89
1017,7,16,38,-3.93,3.17,-17.02
1018,7,16,39,-4.20,3.30,-41.05
1019,7,16,40,-5.78,3.63,-7.10
1020,7,17,21,-7.32,3.95,-3.77
1021,7,17,22,-7.62,3.90,-2.81
1022,7,17,23,-7.18,3.83,-3.02
1023,7,17,24,-6.82,4.18,-4.47
1024,7,17,25,-2.16,2.51,-2.39
1025,7,17,26,-6.07,4.57,-7.09
1026,7,17,27,-5.57,2.99,-4.57
1027,7,17,28,-5.19,3.04,-5.58
1028,7,17,29,-8.28,4.22,-3.31
1029,7,17,30,-8.28,4.22,-3.31
1030,7,17,31,-8.28,4.22,-3.31
1031,7,17,32,-8.28,4.22,-3.31
1032,7,17,33,-8.28,4.22,-3.31
1033,7,17,34,-6.59,3.35,-4.83
1034,7,17,35,-6.59,3.35,-4.83
1035,7,17,36,-6.59,3.35,-4.83
1036,7,17,37,-6.59,3.35,-4.83
1037,7,17,38,-6.59,3.35,-4.83
1038,7,17,39,-6.59,3.35,-4.83
1039,7,17,40,-6.59,3.35,-4.83
1040,7,18,21,-8.05,4.12,-3.28
1041,7,18,22,-8.05,4.12,-3.28
1042,7,18,23,-7.61,4.05,-3.59
1043,7,18,24,-2.16,2.51,-2.39
1044,7,18,25,-2.42,3.18,-3.15
1045,7,18,26,-4.12,3.20,-24.10
1046,7,18,27,-3.70,3.24,-10.24
1047,7,18,28,-3.70,3.24,-10.24
1048,7,18,29,-4.09,3.24,-21.87
1049,7,18,30,-4.09,3.24,-21.87
1050,7,18,31,-6.09,4.16,-5.98
1051,7,18,32,-6.09,4.16,-5.98
1052,7,18,33,-4.12,3.20,-24.10
1053,7,18,34,-4.12,3.20,-24.10
1054,7,18,35,-3.70,3.24,-10.24
1055,7,18,36,-3.93,3.17,-17.02
1056,7,18,37,-3.93,3.17,-17.02
1057,7,18,38,-3.93,3.17,-17.02
1058,7,18,39,-2.75,2.87,-4.32
1059,7,18,40,-3.66,3.29,-10.45
1060,7,19,21,-3.45,3.55,-0.95
1061,7,19,22,-3.90,3.48,-1.24
1062,7,19,23,-3.91,3.48,-1.24
1063,7,19,24,0.57,2.83,-0.78
1064,7,19,25,-6.07,4.57,-7.09
1065,7,19,26,-1.48,2.26,-1.69
1066,7,19,27,-6.07,4.57,-7.09
1067,7,19,28,-6.07,4.57,-7.09
1068,7,19,29,-2.12,2.88,-3.76
1069,7,19,30,-1.88,2.88,-3.14
1070,7,19,31,-6.09,4.16,-5.98
1071,7,19,32,-1.91,2.83,-3.10
1072,7,19,33,-1.91,2.83,-3.10
1073,7,19,34,-1.91,2.83,-3.10
1074,7,19,35,-1.49,2.88,-3.69
1075,7,19,36,-3.93,3.17,-17.02
1076,7,19,37,-3.93,3.17,-17.02
1077,7,19,38,-3.29,2.88,-7.11
1078,7,19,39,-2.75,2.87,-4.32
1079,7,19,40,-3.66,3.29,-10.45
1080,7,20,21,-8.43,6.10,-0.97
1081,7,20,22,-9.51,6.16,-1.12
1082,7,20,23,-6.09,4.16,-5.98
1083,7,20,24,0.57,2.83,-0.78
1084,7,20,25,-2.15,4.56,-2.38
1085,7,20,26,-6.07,4.57,-7.09
1086,7,20,27,-0.35,1.69,-1.04
1087,7,20,28,-4.34,3.69,-56.45
1088,7,20,29,-2.12,2.88,-3.76
1089,7,20,30,-1.88,2.88,-3.14
1090,7,20,31,-6.09,4.16,-5.98
1091,7,20,32,-1.91,2.83,-3.10
1092,7,20,33,-1.91,2.83,-3.10
1093,7,20,34,-1.49,2.88,-3.69
1094,7,20,35,-3.55,3.16,-8.89
1095,7,20,36,-3.93,3.17,-17.02
1096,7,20,37,-3.29,2.88,-7.11
1097,7,20,38,-2.75,2.87,-4.32
1098,7,20,39,-3.66,3.29,-10.45
1099,7,20,40,-3.68,3.29,-10.77
