,vol_window,vol_roc_period,price_lookback,sma_window,return,dd,sharpe
262,20,5,10,28,-7.27,3.77,-3.18
263,20,5,10,35,-7.27,3.77,-3.18
264,20,6,5,14,-0.62,4.03,-1.17
265,20,6,5,21,-3.65,5.49,-9.15
266,20,6,5,28,-3.65,5.49,-9.15
267,20,6,5,35,-5.96,3.64,-6.40
268,20,6,6,14,-0.49,3.89,-1.10
269,20,6,6,21,-3.26,5.23,-5.95
270,20,6,6,28,-3.26,5.23,-5.95
271,20,6,6,35,-5.89,3.61,-6.63
272,20,6,7,14,-4.49,2.89,-90.88
273,20,6,7,21,-3.05,2.45,-4.92
274,20,6,7,28,-4.97,3.53,-15.70
275,20,6,7,35,-4.97,3.53,-15.70
276,20,6,8,14,-4.38,2.84,-440.77
277,20,6,8,21,-4.38,2.84,-440.77
278,20,6,8,28,-6.29,3.80,-5.21
279,20,6,8,35,-6.29,3.80,-5.21
280,20,6,9,14,-4.66,2.69,-20.00
281,20,6,9,21,-4.66,2.69,-20.00
282,20,6,9,28,-6.51,3.63,-6.97
283,20,6,9,35,-6.51,3.63,-6.97
284,20,6,10,14,-7.37,3.82,-3.32
285,20,6,10,21,-7.27,3.77,-3.18
286,20,6,10,28,-7.27,3.77,-3.18
287,20,6,10,35,-7.27,3.77,-3.18
288,20,7,5,14,0.16,3.58,-0.81
289,20,7,5,21,-2.62,4.92,-3.56
290,20,7,5,28,-2.62,4.92,-3.56
291,20,7,5,35,-5.95,3.64,-6.44
292,20,7,6,14,-6.74,4.03,-4.60
293,20,7,6,21,-5.26,3.56,-10.75
294,20,7,6,28,-5.26,3.56,-10.75
295,20,7,6,35,-5.26,3.56,-10.75
296,20,7,7,14,-4.49,2.89,-90.88
297,20,7,7,21,-3.05,2.45,-4.92
298,20,7,7,28,-4.97,3.53,-15.70
299,20,7,7,35,-4.97,3.53,-15.70
300,20,7,8,14,-2.00,1.67,-2.42
301,20,7,8,21,-4.38,2.84,-440.77
302,20,7,8,28,-6.29,3.80,-5.21
303,20,7,8,35,-6.29,3.80,-5.21
304,20,7,9,14,-2.21,1.67,-2.08
305,20,7,9,21,-4.66,2.69,-20.00
306,20,7,9,28,-6.51,3.63,-6.97
307,20,7,9,35,-6.51,3.63,-6.97
308,20,7,10,14,-3.90,3.30,-65.53
309,20,7,10,21,-7.27,3.77,-3.18
310,20,7,10,28,-7.27,3.77,-3.18
311,20,7,10,35,-7.27,3.77,-3.18
312,20,8,5,14,-5.95,3.64,-6.44
313,20,8,5,21,-5.95,3.64,-6.44
314,20,8,5,28,-5.95,3.64,-6.44
315,20,8,5,35,-5.95,3.64,-6.44
316,20,8,6,14,-4.38,2.84,-440.77
317,20,8,6,21,-2.89,2.37,-4.56
318,20,8,6,28,-4.86,3.47,-19.28
319,20,8,6,35,-4.86,3.47,-19.28
320,20,8,7,14,-4.38,2.84,-440.77
321,20,8,7,21,-4.38,2.84,-440.77
322,20,8,7,28,-6.29,3.80,-5.21
323,20,8,7,35,-6.29,3.80,-5.21
324,20,8,8,14,-2.00,1.67,-2.42
325,20,8,8,21,-4.38,2.84,-440.77
326,20,8,8,28,-6.29,3.80,-5.21
327,20,8,8,35,-6.29,3.80,-5.21
328,20,8,9,14,-4.43,3.56,-12.71
329,20,8,9,21,-4.66,2.69,-20.00
330,20,8,9,28,-6.51,3.63,-6.97
331,20,8,9,35,-6.51,3.63,-6.97
332,20,8,10,14,-3.90,3.30,-65.53
333,20,8,10,21,-7.27,3.77,-3.18
334,20,8,10,28,-7.27,3.77,-3.18
335,20,8,10,35,-7.27,3.77,-3.18
336,20,9,5,14,-5.83,3.58,-6.86
337,20,9,5,21,-5.83,3.58,-6.86
338,20,9,5,28,-5.83,3.58,-6.86
339,20,9,5,35,-5.83,3.58,-6.86
340,20,9,6,14,-4.05,2.67,-263.01
341,20,9,6,21,-2.56,2.21,-4.49
342,20,9,6,28,-4.53,3.31,-16.73
343,20,9,6,35,-4.53,3.31,-16.73
344,20,9,7,14,-4.58,2.94,-16.75
345,20,9,7,21,-4.58,2.94,-16.75
346,20,9,7,28,-6.49,3.91,-7.05
347,20,9,7,35,-6.49,3.91,-7.05
348,20,9,8,14,-4.43,3.56,-12.71
