,vol_window,vol_roc_period,price_lookback,macd_fast,macd_slow,macd_sig,return,dd,sharpe
112,20,7,11,10,21,7,-33.46,29.45,-0.69
113,20,7,11,10,21,9,-33.46,29.45,-0.69
114,20,7,11,10,21,11,-33.46,29.45,-0.69
115,20,7,11,10,21,13,-33.37,29.44,-0.69
116,20,7,11,10,26,7,-33.27,29.46,-0.69
117,20,7,11,10,26,9,-33.37,29.44,-0.69
118,20,7,11,10,26,11,-33.37,29.44,-0.69
119,20,7,11,10,26,13,-33.37,29.44,-0.69
120,20,7,11,10,31,7,-34.66,24.83,-0.70
121,20,7,11,10,31,9,-33.37,29.44,-0.69
122,20,7,11,10,31,11,-33.37,29.44,-0.69
123,20,7,11,10,31,13,-33.37,29.44,-0.69
124,20,7,11,10,36,7,-33.37,29.44,-0.69
125,20,7,11,10,36,9,-33.37,29.44,-0.69
126,20,7,11,10,36,11,-37.33,30.15,-0.71
127,20,7,11,10,36,13,-36.50,30.21,-0.71
128,20,7,11,13,21,7,-33.46,29.45,-0.69
129,20,7,11,13,21,9,-33.46,29.45,-0.69
130,20,7,11,13,21,11,-33.46,29.45,-0.69
131,20,7,11,13,21,13,-33.37,29.44,-0.69
132,20,7,11,13,26,7,-33.27,29.46,-0.69
133,20,7,11,13,26,9,-33.37,29.44,-0.69
134,20,7,11,13,26,11,-33.37,29.44,-0.69
135,20,7,11,13,26,13,-33.37,29.44,-0.69
136,20,7,11,13,31,7,-34.66,24.83,-0.70
137,20,7,11,13,31,9,-33.37,29.44,-0.69
138,20,7,11,13,31,11,-33.37,29.44,-0.69
139,20,7,11,13,31,13,-33.37,29.44,-0.69
140,20,7,11,13,36,7,-33.37,29.44,-0.69
141,20,7,11,13,36,9,-33.37,29.44,-0.69
142,20,7,11,13,36,11,-37.33,30.15,-0.71
143,20,7,11,13,36,13,-36.50,30.21,-0.71
144,20,9,7,7,21,7,-30.01,22.91,-3.27
145,20,9,7,7,21,9,-30.01,22.91,-3.27
146,20,9,7,7,21,11,-30.01,22.91,-3.27
147,20,9,7,7,21,13,-28.76,22.75,-3.65
148,20,9,7,7,26,7,-29.85,22.95,-3.33
149,20,9,7,7,26,9,-43.94,25.82,-1.87
150,20,9,7,7,26,11,-43.94,25.82,-1.87
151,20,9,7,7,26,13,-43.94,25.82,-1.87
152,20,9,7,7,31,7,-43.94,25.82,-1.87
153,20,9,7,7,31,9,-28.76,22.75,-3.65
154,20,9,7,7,31,11,-30.53,22.99,-3.15
155,20,9,7,7,31,13,-30.23,23.17,-3.23
156,20,9,7,7,36,7,-29.55,23.07,-3.40
157,20,9,7,7,36,9,-29.95,22.92,-3.31
158,20,9,7,7,36,11,-34.13,23.73,-2.57
159,20,9,7,7,36,13,-25.52,21.11,-0.64
160,20,9,7,10,21,7,-30.01,22.91,-3.27
161,20,9,7,10,21,9,-30.01,22.91,-3.27
162,20,9,7,10,21,11,-30.01,22.91,-3.27
163,20,9,7,10,21,13,-28.76,22.75,-3.65
164,20,9,7,10,26,7,-29.85,22.95,-3.33
165,20,9,7,10,26,9,-28.76,22.75,-3.65
166,20,9,7,10,26,11,-28.76,22.75,-3.65
167,20,9,7,10,26,13,-28.76,22.75,-3.65
168,20,9,7,10,31,7,-43.94,25.82,-1.87
169,20,9,7,10,31,9,-28.76,22.75,-3.65
170,20,9,7,10,31,11,-30.53,22.99,-3.15
171,20,9,7,10,31,13,-30.23,23.17,-3.23
172,20,9,7,10,36,7,-29.55,23.07,-3.40
173,20,9,7,10,36,9,-29.95,22.92,-3.31
174,20,9,7,10,36,11,-34.13,23.73,-2.57
175,20,9,7,10,36,13,-28.24,21.09,-0.66
176,20,9,7,13,21,7,-30.01,22.91,-3.27
177,20,9,7,13,21,9,-30.01,22.91,-3.27
178,20,9,7,13,21,11,-30.01,22.91,-3.27
179,20,9,7,13,21,13,-28.76,22.75,-3.65
180,20,9,7,13,26,7,-29.85,22.95,-3.33
181,20,9,7,13,26,9,-28.76,22.75,-3.65
182,20,9,7,13,26,11,-28.76,22.75,-3.65
183,20,9,7,13,26,13,-28.76,22.75,-3.65
184,20,9,7,13,31,7,-31.17,22.70,-0.68
185,20,9,7,13,31,9,-28.76,22.75,-3.65
186,20,9,7,13,31,11,-30.53,22.99,-3.15
187,20,9,7,13,31,13,-30.23,23.17,-3.23
188,20,9,7,13,36,7,-29.55,23.07,-3.40
189,20,9,7,13,36,9,-29.95,22.92,-3.31
190,20,9,7,13,36,11,-34.13,23.73,-2.57
191,20,9,7,13,36,13,-27.27,21.01,-0.65
192,20,9,9,7,21,7,-42.12,29.90,-1.96
193,20,9,9,7,21,9,-32.54,28.95,-0.68
194,20,9,9,7,21,11,-4.51,17.15,-0.30
195,20,9,9,7,21,13,-3.91,17.30,-0.28
196,20,9,9,7,26,7,-32.34,28.98,-0.68
197,20,9,9,7,26,9,-11.37,14.17,-0.44
198,20,9,9,7,26,11,-11.37,14.17,-0.44
